firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Hisarlar Tarım Makineleri","Firma","Tarım makineleri / traktör ekipmanları","Türkiye merkezli tarım makinesi üreticisi; 36 ülkeye ihracat bilgisi; hedef pazarlar için tarım ekipmanı potansiyeli","info@hisarlartarimmakineleri.com.tr","+90 312 267 50 00","https://hisarlartarimmakineleri.com.tr/","https://hisarlartarimmakineleri.com.tr/about-us; http://hisarlartarimmakineleri.com.tr/contact-us"
"Dilsizler Tarım Makinaları Ticaret ve Sanayi Ltd. Şti.","Firma","Tarım makineleri / yükleme ve taşıma makineleri","Polatlı TSO ihracatçı üye listesi; tarımsal kullanım için yükleme makineleri üreticisi","info@dilsizlermakina.com","+90 312 623 74 99; +90 312 623 45 87","https://www.dilsizlermakina.com/","https://pto.org.tr/uploads/files/2023%20YILI%20%C4%B0HRACAT%C3%87I%20%C3%9CYE%20L%C4%B0STES%C4%B0.pdf; https://www.dilsizlermakina.com/iletisim"
"Solmazer Dış Ticaret ve Makina San. Ltd. Şti.","Firma","Mutfak gereçleri / cam plastik metal ürünler","Ask Türkiye ihracatçı kaydı; 100-120 ülkeye ihracat; uluslararası satış ağı","export@solmazer.com","+90 538 363 75 18; +90 533 558 40 84","https://www.solmazer.com/","https://askturkiye.com/company/solmazer-dis-ticaret-ve-makina-san-ltdsti?id=21401; https://www.solmazer.com/en/Corporate"
"Omkasan Ofset Oluklu Mukavva Kutu Ambalaj San. ve Tic. A.Ş.","Firma","Karton ambalaj / oluklu mukavva / display stand","Ask Türkiye şirket listesi ve resmi site; ihracat odaklı ambalaj üreticisi","export@omkasan.com","+90 212 886 77 66; +90 544 978 97 66","https://www.omkasan.com/en/","https://www.askturkiye.com/companys; https://www.omkasan.com/en/"
"Büyük Eker Bijon Sanayi ve Ticaret A.Ş.","Firma","Otomotiv yan sanayi / bijon, somun, fren kampanası","BAİB known Turkish producers/exporters listesi; 100'e yakın ülkeye ihracat yapan otomotiv yan sanayi üreticisi","info@ekerbijon.com.tr; sales@ekerbijon.com.tr","+90 332 239 14 20; +90 332 239 14 28","https://www.ekerbijon.com.tr/","https://baib.gov.tr/files/downloads/PageFiles/71aff5d5-c233-ef11-a93a-000c29511bae/Files/ek-9.pdf; https://www.ekerbijon.com.tr/en/contact"
"Freenco Brake Caliper Repair Kits","Firma","Otomotiv yan sanayi / fren kaliper tamir kitleri","Türkiye merkezli otomotiv yan sanayi üreticisi; BAİB kaynaklarında Frenka/Freenco bağlantısı ve ihracat potansiyeli","info@freenco.com","+90 332 341 03 03","https://freenco.com/en/contact","https://freenco.com/en/contact; https://baib.gov.tr/files/downloads/PageFiles/71aff5d5-c233-ef11-a93a-000c29511bae/Files/ek-9.pdf"
"Yakup Lojistik","Firma","Lojistik / uluslararası nakliye","Türkiye-Rusya nakliye hattı; uluslararası lojistik ve taşımacılık hizmetleri","info@yakuplojistik.com","","https://www.yakuplojistik.com/tr/rusya-nakliye","https://www.yakuplojistik.com/tr/rusya-nakliye"
"Malegan Lojistik","Firma","Lojistik / uluslararası nakliye","Türkiye, Rusya ve Azerbaycan'a nakliye ve lojistik hizmetleri","info@maleganlojistik.com","+90 531 333 59 75","https://maleganlojistik.com/","https://maleganlojistik.com/"
"Erkal Nakliyat","Firma","Lojistik / uluslararası karayolu taşımacılığı","Azerbaycan, Gürcistan, Özbekistan, Kazakistan, Kırgızistan dahil çoklu ülke hatları; Türkiye çıkışlı uluslararası nakliye","info@erkalnakliyat.com.tr","+90 212 592 59 10; +90 212 599 19 13","https://erkalnakliyat.com.tr/","http://erkalnakliyat.com.tr/"
"Olcay Lojistik","Firma","Lojistik / yurtdışı nakliye","Türkiye-Azerbaycan ve Türkiye-Gürcistan-Azerbaycan nakliye hizmetleri","info@olcaylojistik.com.tr","+90 312 385 04 71; +90 544 878 55 78","https://www.olcaylojistik.com.tr/","https://www.olcaylojistik.com.tr/tr/yurtdisi-nakliye/turkiye-azerbaycan-nakliye-hizmetleri"
