firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Türk Prysmian Kablo ve Sistemleri A.Ş.","Üretici/İhracatçı","Enerji kabloları, telekom kabloları, yüksek gerilim ve altyapı kablo sistemleri","Türkiye/Mudanya fabrikasıyla bölgenin önde gelen kablo üreticisi; Orta Asya/Tacikistan Rogun hidroelektrik projesi, Kazakistan ve Özbekistan enerji bağlantıları ve ihracat merkezi rolü","tamer.yavuzturk@prysmian.com","+90 555 699 01 23","https://www.prysmian.com.tr","https://www.askturkiye.com/company/turk-prysmian-kablo-ve-sistemleri-as; https://tr.prysmian.com/en/company/prysmian-group-in-turkey; https://www.prysmian.com/en/insight/construction-and-industries/from-turkey-to-tajikistan-turk-prysmian-kablo%E2%80%99s-500-kv-breakthrough"
"Saka Demir Çelik Sanayi ve Ticaret A.Ş.","Üretici/İhracatçı","Çelik, sıcak/soğuk çekilmiş profil, mil, lama ve çelik mamulleri","Türkiye/Karabük merkezli entegre çelik üreticisi; Turkish Steel kaydı ve uluslararası çelik tedariki potansiyeli","export@sakadc.com.tr; satis@sakadc.com.tr; sakadc@sakadc.com.tr","+90 370 413 02 33; +90 530 641 54 78","https://www.sakadc.com.tr/","https://www.askturkiye.com/company/saka-demir-celik-sanayi-ve-ticaret-anonim-sirketi; https://www.sakadc.com.tr/contact; https://uretenkarabuk.com/saka-demir-celik-sanayi-ve-tic-a-s/"
"Genpower Generator / Genpower Jeneratör","Üretici/İhracatçı","Dizel jeneratör, taşınabilir jeneratör, kaynak jeneratörü, enerji sistemleri","Türkiye/Ankara merkezli jeneratör üreticisi; dünyanın büyük jeneratör fabrikalarından biri, uluslararası projeler ve enerji çözümleri","genpower@genpower.com.tr; b.uslu@genpower.com.tr","+90 312 641 32 22; +90 312 641 32 32; +90 532 257 92 29","https://www.genpower.com/","https://www.genpower.com/en/contact; https://www.genpower.com/; https://www.genpower.com/en/news-detail/genpower-generators-international-collaboration-steps-in-ivory-coast"
"Venüs Lojistik Uluslararası Nakliyat İthalat İhracat San. ve Tic. Ltd. Şti.","Lojistik hizmet sağlayıcı","Özbekistan, Kazakistan, Azerbaycan, Türkmenistan ve İran nakliye","Mersin merkezli uluslararası nakliye firması; Özbekistan, Kazakistan, Azerbaycan ve Türkmenistan hatlarında bölgesel lojistik hizmetleri","info@venuslojistik.com","+90 324 221 94 95","https://www.venuslojistik.com/","https://www.venuslojistik.com/ozbekistan-nakliye/; https://www.venuslojistik.com/; https://www.medyagazete.com/firma-rehberi/venus-lojistik-uluslararasi-nakliyat-ithalat-ihracat-sanayi-ve-ticaret-ltd-sti-79"
"VSR Lojistik","Lojistik hizmet sağlayıcı","Özbekistan, Kazakistan, Tacikistan, Türkmenistan taşımacılığı","Türkiye çıkışlı Özbekistan, Kazakistan, Tacikistan ve Türkmenistan hatlarında aktif operasyon ve düzenli sefer beyanı","info@vsrlojistik.com","+90 342 238 17 03","https://vsrlojistik.com/","https://vsrlojistik.com/hakkimizda"
"Karınca Logistics / Karınca Lojistik","Lojistik hizmet sağlayıcı","Uluslararası nakliye, yurtiçi lojistik, gümrükleme, enerji ve proje lojistiği","Türkiye merkezli önde gelen lojistik şirketlerinden; uluslararası taşıma, proje lojistiği ve global ağ geliştirme faaliyetleri","info@karincalogistics.com","+90 212 866 18 66","https://www.karincalogistics.com/","https://www.karincalogistics.com/; https://www.karincalogistics.com/iletisim/; https://www.karincalogistics.com/en/institutional"
"Buztrans Lojistik Ticaret Ltd. Şti.","Lojistik hizmet sağlayıcı","Uluslararası taşımacılık, Rusya, Belarus, Ukrayna, Azerbaycan, Gürcistan ve Romanya hatları","Türkiye/İstanbul merkezli; Avrupa ülkeleriyle Türkiye aktarmalı transit taşımalar ve Türk Cumhuriyetlerine parsiyel/komple taşıma; sosyal kaynakta Rusya-Beyaz Rusya-Ukrayna-Azerbaycan-Gürcistan-Romanya hatları","info@buztrans.com","+90 850 939 62 09","http://buztrans.com/","http://buztrans.com/; https://www.und.org.tr/firma-bilgileri/4718; https://www.instagram.com/buztranslojistik/"
"Eurasian Ways Taşımacılık Lojistik İthalat İhracat San. ve Tic. Ltd. Şti.","Lojistik/Dış ticaret hizmet sağlayıcı","Orta Asya lojistik, ağır/gabari yük, gümrükleme, deniz ve hava taşımacılığı","Türkiye, Kazakistan ve Gürcistan ofisleri; Türkiye ve Kazakistan'da gümrükleme, Orta Asya ülkelerinde ağır/gabari yük izin ve eskort hizmetleri","info@eurasian-ways.com","+90 850 840 63 54","https://eurasian-ways.com/","https://eurasian-ways.com/en/home; https://tr.linkedin.com/company/eurasian-ways-tasimacilik-lojistik-ithalat-ihracat-sanayi-ve-ticaret-limited-sirketi; https://www.bulurum.com/details/0_c23kd3677dd51g4hdg7a6fafd36d6a"
"BKM Lojistik","Lojistik hizmet sağlayıcı","Lojistik, araç ve yük takip, uluslararası taşımacılık","Türkiye/İstanbul merkezli lojistik firması; uluslararası ve bölgesel taşıma ağı için potansiyel lojistik bağlantı","istanbul@bkmlojistik.com.tr; etikihlalbildirim@bkmlojistik.com.tr","+90 212 472 11 72","https://bkmlojistik.com.tr/","https://bkmlojistik.com.tr/en/iletisim"
"Türkmen Lojistik","Lojistik hizmet sağlayıcı","Tır taşımacılığı, şehirler arası nakliye, ağır yük, parsiyel ve konteyner taşımacılığı","Türkiye/Ankara merkezli; Türkmenistan/Orta Asya bağlantılı lojistik ve konteyner/ağır yük taşımacılığı potansiyeli","info@turkmenlojistik.net","+90 312 278 24 63; +90 533 745 06 58","https://turkmenlojistik.net/","https://turkmenlojistik.net/iletisim"
