firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Kozlu Flour Mills","Firma","Un ve tahıl ürünleri üretimi / ihracat","Ask Türkiye kaydı; Türkiye'nin büyük buğday unu üreticilerinden, ihracat odaklı gıda tedarikçisi; Özbekistan/Rusya/Kazakistan pazarlarına gıda ihracatı potansiyeli","export@kozlu.com.tr","+90 549 418 10 00","http://www.kozlu.com.tr","https://askturkiye.com/company/kozlu-flour-mills"
"CFN Kimya Sanayi ve Dış Ticaret A.Ş.","Firma","Kimya / EPS plastik hammaddesi","Ask Türkiye kaydı; GEBKİM OSB'de EPS ürünleri üretimi, iç ve dış pazarlara satış; hedef pazarlara plastik/kimya ihracatı potansiyeli","info@cfnkimya.com","+90 530 212 39 39","http://cfnkimya.com","https://askturkiye.com/company/cfn-kimya-sanayi-ve-dis-ticaret-anonim-sirketi"
"GLD Furniture Foreign Trade Ltd. Co.","Firma","Mobilya / dış ticaret","Ask Türkiye kaydı; mobilya dış ticaret şirketi, hedef pazarlara mobilya ihracatı potansiyeli","gldmobilya@gmail.com","+90 530 880 76 53","http://gldmobilya.com","https://www.askturkiye.com/company/gld-furniture-foreign-trade-limited-company"
"Halk Hijyenik Ürünler Deterjan San. Tic. A.Ş.","Firma","Hijyenik ürünler / deterjan / kozmetik","Ask Türkiye kaydı; hijyenik ürünler ve deterjan üreticisi, ihracat şampiyonu olarak uluslararası pazarda faaliyet","sundag@halkhijyenik.com.tr","+90 530 290 90 48; +90 539 455 39 16","http://halkhijyenik.com.tr","https://askturkiye.com/company/halk-hijyenik-urunler-deterjan-santicas?id=19832"
"Cocowiss Gıda Sanayi Ticaret A.Ş.","Firma","Gıda ürünleri","Ask Türkiye kaydı; Türkiye merkezli gıda üreticisi/ihracatçı profili, hedef pazarlara gıda ihracatı potansiyeli","info@cocowiss.com","+90 552 183 22 22","https://cocowiss.com/","https://askturkiye.com/company/cocowiss-gida-sanayi-ticaret-anonim-sirketi"
"Kronos Metal Ticaret ve Sanayi A.Ş.","Firma","Metal ürünleri / sanayi tedariki","Ask Türkiye kaydı; Türk metal ticaret ve sanayi şirketi, hedef pazarlara metal ürünleri ihracatı potansiyeli","info@kronosmetal.com.tr","+90 533 417 96 49","https://www.kronosmetal.com.tr","https://askturkiye.com/company/kronos-metal-ticaret-ve-sanayi-as"
"Omega Müşavirlik Mühendislik ve Tic. Ltd. Şti.","Firma","Çelik / mühendislik ve dış ticaret","Ask Türkiye kaydı; Steel Omega markasıyla çelik/mühendislik ve ihracat potansiyeli","fatih@steelomega.com","+90 533 480 20 15","http://www.steelomega.com","https://askturkiye.com/company/omega-musavirlik-muhendislik-ve-ticltdsti"
"Palamidas Zeytin Zeytinyağı Gıda Maddeleri Tarım Ürünleri İnşaat Taahhüt Turizm San. ve Tic. Ltd. Şti.","Firma","Zeytin ve zeytinyağı ürünleri","Ask Türkiye kaydı; zeytinyağı ve tarım ürünleri üreticisi/ihracatçı; hedef pazarlara gıda ihracatı potansiyeli","export@palamidas.com","+90 537 440 61 19","https://www.palamidasoliveoil.com","https://askturkiye.com/company/palamidas-zeytin-zeytinyagi-gida-maddeleri-tarim-urunleri-insaat-taahhut-turizm-sanayi-ve-ticltds"
"Almark Group Logistics","Firma","Lojistik / CIS ve Kazakistan taşımacılığı","Kazakistan komple ve parsiyel taşımacılık; Ukrayna, Belarus ve CIS ülkeleriyle Türkiye arasında taşımacılık/depolama","info@almark.com.tr","+90 850 888 97 99","https://almark.com.tr/","https://almark.com.tr/guzergah/kazakistan; https://almark.com.tr/hakkimizda"
"Karaman Lojistik","Firma","Lojistik / Azerbaycan Gürcistan Kazakistan rotaları","Türkiye-Gürcistan, Türkiye-Azerbaycan ve Türkiye-Kazakistan rotaları; Çorum merkezli uluslararası lojistik","info@karamanlojistik.com.tr","+90 364 213 42 13; +90 542 474 51 77","https://www.karamanlojistik.com.tr/","https://www.karamanlojistik.com.tr/; https://www.karamanlojistik.com.tr/rotalarimiz/"
