firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Demiral Uluslararası Nakliyat A.Ş.","Firma","Uluslararası karayolu taşımacılığı","Resmi şirket sitesi İstanbul merkezli firmanın Rusya Ukrayna ve Kazakistan bölgelerine servis verdiğini belirtiyor","info@demiralnakliyat.com.tr","+90 216 394 32 22","https://demiralnakliyat.com.tr","https://demiralnakliyat.com.tr/kurumsal/; https://demiralnakliyat.com.tr/rusya-nakliyat; https://demiralnakliyat.com.tr/ukrayna-nakliyat"
"Tolkun Logistics","Firma","Lojistik ve tedarik zinciri","Resmi şirket sitesi Türkiye Almanya Azerbaycan Kazakistan ve Özbekistanda stratejik lokasyonlar ile BDT ülkelerine kara taşımacılığı yaptığını belirtiyor","info@tolkun.org","+90 216 348 73 46; +90 216 348 73 48","https://tolkun.org","https://tolkun.org/; https://tolkun.org/services/"
"MZ Tarım ve İnşaat / MZ Ticaret","Firma","Tarım ve geomembran inşaat çözümleri","Şirket profili Türkiye merkezli firmanın Taşkent Özbekistanda faaliyet gösterdiğini belirtiyor","info@mzticaret.com","+90 539 926 58 28; +90 532 435 25 75","https://mzticaret.com","https://mzticaret.com/mz-tarim-ve-insaat"
"Baytur Global Lojistik A.Ş.","Firma","Uluslararası lojistik ve karayolu taşımacılığı","Resmi şirket sitesi Türkiye merkezli firmanın Kazakistan Azerbaycan Özbekistan Rusya Kırgızistan Türkmenistan ve Tacikistana düzenli taşıma yaptığını belirtiyor","info@bayturtransport.com; depo@bayturtransport.com","+90 216 573 41 11; +90 532 012 98 97; +90 533 044 33 10","https://bayturtransport.com","https://bayturtransport.com/en/full-road-transportation/; https://bayturtransport.com/en/partial-road-transportation/; https://bayturtransport.com/en/contact"
"Netaş Telekomünikasyon A.Ş.","Firma","Telekomünikasyon ve bilişim teknolojileri","Resmi şirket raporları ve iletişim sayfası Almatı Kazakistan ofisini, Azerbaycan temsilciliğini ve BDT pazarındaki faaliyetleri belirtiyor","info@netas.com.tr","+90 216 522 20 00","https://netas.com.tr","https://netas.com.tr/contact?lang=en; https://www.netas.com.tr/documents/annual-reports/2024/Activities%20Report%2031.03.2024.EN.pdf"
"KEYDATA Bilgi İşlem Teknoloji Sistemleri A.Ş.","Firma","Bilişim sistemleri ve sağlık yazılımları","Resmi iletişim sayfası Ankara merkezinin yanında Kazakistan ofisini belirtiyor","info@keydata.com.tr; info@keydata.kz","+90 312 219 06 21; +7 717 277 00 44","https://keydata.com.tr","https://keydata.com.tr/contact-us/?lang=en"
"Memorial Sağlık Grubu","Firma","Hastane ve sağlık hizmetleri","Resmi uluslararası hasta merkezi İstanbul merkezinin yanında Almatı Kazakistan ofisini belirtiyor","kazakhstan@memorial.com.tr","+7 727 273 10 64; +90 216 558 66 66","https://www.memorial.com.tr","https://www.memorial.com.tr/en/corporate/international; https://www.memorial.com.tr/en/contact"
"Data Decor","Firma","Dekorasyon ve perakende mağazacılık","Resmi iletişim sayfası Azerbaycan ofisini belirtiyor","info@datadecor.com.tr","+994 70 887 70 01","https://datadecor.com.tr","https://datadecor.com.tr/en/contact/"
"TSE Global / Intersert","Firma","Uygunluk değerlendirme ve belgelendirme","Resmi lokasyon sayfası Türkiye merkezli TSE Globalin Azerbaycan Bakü temsilciliğini belirtiyor","info@tseglobal.com.tr; office@intersert.org","+994 50 250 50 76; +994 12 496 78 82","https://www.tseglobal.com.tr; https://intersert.org","https://www.tseglobal.com.tr/lokasyonlar?country=azerbaycan; https://intersert.org/en/contact/"
"Arkas Line / Arkas Russia","Firma","Deniz taşımacılığı ve lojistik","Resmi Arkas Line sayfası Türk lojistik grubunun Novorossiysk Rusya merkez ofisini belirtiyor","inbox@arkas-russia.com","+7 8617 607 337","https://arkasline.com.tr","https://arkasline.com.tr/ulke/rusya/"
