firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Panço Giyim San. ve Tic. A.Ş.","Firma","Çocuk giyim / tekstil","Ask Türkiye kaydı; 100+ Türkiye mağazası ve yaklaşık 110 uluslararası mağaza; 80 ülkeye ihracat ve 1.500+ toptancı ağı","elcin.abdullayev@panco.com.tr","+90 535 570 09 68","http://www.panco.com.tr","https://www.askturkiye.com/company/panco-giyim-san-ve-tic-as"
"Hünak Lojistik","Firma","Lojistik / Azerbaycan nakliye","Azerbaycan ağır nakliye, yanıcı nakliye, soğuk hava taşımacılığı, gıda taşımacılığı ve komple taşıma hizmetleri","info@hunaklojistik.com","+90 530 484 02 33","https://hunaklojistik.com/","https://hunaklojistik.com/azerbaycan-nakliye"
"Gökay Transport","Firma","Lojistik / Gürcistan nakliye","Türkiye-Gürcistan taşımacılığı; Gürcistan nakliye hizmetleri ve lojistik operasyonları","info@gokaytransport.com","+90 533 302 33 10; +90 216 415 01 11","https://www.gokaytransport.com/","https://www.gokaytransport.com/blogs/gurcistan-nakliye"
"Kıta Logistics","Firma","Lojistik / Özbekistan ve Orta Asya taşımacılığı","Özbekistan için FTL/LTL, intermodal ve express minivan; Avrupa, Orta Doğu ve Hazar Bölgesi bağlantıları; Türkiye, Kazakistan, Özbekistan, Gürcistan temas noktaları","info@kitalogistics.com","","https://www.kitalogistics.com/en/uzbekistan","https://www.kitalogistics.com/en/uzbekistan; https://www.kitalogistics.com/en/load-tracking"
"Mira Ekspres Lojistik","Firma","Lojistik / Ukrayna, Rusya, Gürcistan, Kazakistan, Kırgızistan nakliye","Ukrayna, Rusya, Gürcistan, Kazakistan ve Kırgızistan hatlarında parsiyel, komple, frigo ve proje taşımacılığı; önceki kayıt için ek rota teyidi","info@miraekspres.com","+90 544 238 75 05","https://www.miraekspres.com/","https://www.miraekspres.com/ukrayna-nakliye/; https://www.miraekspres.com/gurcistan-nakliye; https://www.miraekspres.com/kirgizistan-nakliye/"
"Saygınlar Nakliyat","Firma","Lojistik / Orta Asya ve Kafkasya nakliye","Azerbaycan, Gürcistan, Özbekistan, Kazakistan ve Kırgızistan hatları; Türki Cumhuriyetleri ve Ortadoğu taşımacılığı","info@sayginlarnakliyat.com","+90 326 225 26 88","https://www.sayginlarnakliyat.com/","https://www.sayginlarnakliyat.com/azerbaycan-nakliye/; https://www.sayginlarnakliyat.com/ozbekistan-nakliye; https://www.sayginlarnakliyat.com/kazakistan-nakliye/"
"Kronos Metal Ticaret ve Sanayi A.Ş.","Firma","Makine ekipmanı / mineral ve kimyasal ürünler","Ask Türkiye kaydı; makine aksesuarları, mineraller, kimya ve madencilik ürünleri tedariki; hedef pazarlara sanayi tedariki potansiyeli","info@kronosmetal.com.tr","+90 422 502 10 35","http://kronosmetal.com.tr","https://askturkiye.com/company/kronos-metal-ticaret-ve-sanayi-as"
"Teo Export","Firma","Yaş meyve sebze / kuru meyve / gıda ihracatı","Ask Türkiye kaydı; elma, portakal, nar, limon, üzüm, soğan, patates ve kuru meyve ihracatı; hedef pazarlara gıda ihracatı potansiyeli","info@teoexport.com; sales@teoexport.com","+90 258 262 06 20; +90 543 723 76 77","http://teoexport.com","https://test.askturkiye.com/company/teo-export?id=15122"
"Teksin Tarım Gıda Ürünleri Oto. İth. İhr. Tic. ve Nak. Ltd. Şti.","Firma","Yaş meyve sebze / narenciye ihracatı","Ask Türkiye kaydı; Hatay merkezli yaş meyve sebze ve narenciye ihracatçısı; hedef pazarlara tarım/gıda ihracatı potansiyeli","info@teksintarim.com","","http://teksintarim.com","https://test.askturkiye.com/company/teksin-targidurunotoith-ihrticve-nakltdsti"
"Fay Mekanik San. ve Tic. Ltd. Şti.","Firma","Makine / HVAC-R ekipmanları","Ask Türkiye kaydı; Türk makine ve HVAC-R sanayi tedarikçisi; hedef pazarlara ekipman ihracatı potansiyeli","info@faymakine.com.tr","+90 533 303 86 29","http://www.faymakine.com.tr","https://www.askturkiye.com/company/fay-mekanik-san-ve-ticltdsti"
