firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"İlk İhracat A.Ş. / Steeling.net","Firma","Metal ve makine dış ticareti","Ask Türkiye kaydı; Türk üreticilerin ortak ihracat şirketi, sac, çelik, alüminyum, profil, bağlantı elemanları ve makine parçaları; hedef pazarlara metal/makine ihracatı potansiyeli","info@steeling.net","+90 533 212 65 95","http://steeling.net","https://askturkiye.com/company/ilk-ihracat-anonim-sirketi?id=19520; https://askturkiye.com/company/ilk-ihracat-anonim-sirketi?id=19521"
"Corbus Metal İç ve Dış Tic. Ltd. Şti.","Firma","Çelik / metal dış ticaret","Ask Türkiye kaydı; 1996'dan beri 130+ ülkeye ihracat yapan çelik üretici ve dış ticaret şirketi","info@corbus.com.tr","+90 212 245 88 89; +90 530 280 77 74","http://corbus.com.tr","https://askturkiye.com/company/corbus-metal-ic-ve-dis-tic-ltdsti"
"Yörükoğlu Süt ve Ürünleri San. Tic. A.Ş.","Firma","Süt ve süt ürünleri / gıda ihracatı","Ask Türkiye kaydı; Antalya merkezli büyük süt ürünleri üreticisi, BRC/HALAL sertifikalı; hedef pazarlara gıda ihracatı potansiyeli","export@yorukoglusut.com.tr","+90 242 258 11 35","http://www.yorukoglusut.com.tr","https://askturkiye.com/company/yorukoglu-sut-ve-ursanticas"
"Proton Gıda Dış Ticaret Ltd. Şti.","Firma","Gıda dış ticareti / protein bar ve atıştırmalık","Ask Türkiye kaydı; Trio Move markasının resmi ihracat şirketi, global pazarlara premium gıda ve içecek tedariki","saban.yildizoglu@proton.me","+90 530 548 40 11","http://www.triomove.com.tr","https://www.askturkiye.com/company/proton-gida-dis-ticaret-limited-sirketi"
"Fay Mekanik San. ve Tic. Ltd. Şti.","Firma","Makine / HVAC-R ekipmanları","Ask Türkiye kaydı; Türk makine ve HVAC-R sektörlerinde üretici/ihracatçı profil; hedef pazarlara makine ekipmanı ihracatı potansiyeli","info@faymakine.com.tr","+90 533 303 86 29","http://www.faymakine.com.tr","https://www.askturkiye.com/company/fay-mekanik-san-ve-ticltdsti"
"Yeniay Lojistik","Firma","Lojistik / uluslararası yük taşımacılığı","Türkiye merkezli uluslararası freight transportation ve entegre lojistik yönetimi; transit, ithalat ve ihracat operasyonları","info@yeniaylojistik.com.tr","","https://yeniaylojistik.com.tr","https://platform.tracxn.com/a/d/company/5de107aef0e6f61da39959ea/yeniay%20logistic?utm_source=parallel&utm_medium=ai#a:about"
"Pusat Rail","Firma","Demiryolu lojistiği / Orta Koridor taşımacılığı","Türkiye'den Çin'e demiryolu taşımacılığı; Orta Asya ve hedef pazarlara demiryolu lojistiği potansiyeli","info@pusatrail.com","+90 312 814 99 99; +90 533 576 25 56","https://pusatrail.com","https://pusatrail.com"
"Mira Logistics and Trade","Firma","Lojistik ve dış ticaret / ithalat-ihracat","TR/RU/EN dilli site; ithalat-ihracat, ürün tedariki, kalite kontrol ve kapıya teslim lojistik hizmetleri","info@miralogistics.com.tr","+90 232 464 72 29; +90 216 504 68 80; +90 541 155 76 80","https://miralogistics.com.tr/en","https://miralogistics.com.tr/en"
"Miraç Lojistik","Firma","Lojistik / uluslararası taşımacılık","Mardin merkezli uluslararası karayolu taşımacılığı; bölgesel Orta Doğu/Kafkasya lojistik potansiyeli","info@miraclojistik.com","+90 543 810 10 47; +90 543 644 47 47","https://www.miraclojistik.com/","https://www.miraclojistik.com/iletisim"
"Başkent Uluslararası Lojistik Hizmetleri Tic. Ltd. Şti.","Firma","Lojistik / Rusya Kırgızistan Gürcistan taşımacılığı","UND kaydı; Rusya Nizhny Novgorod, Alabuga, Maikop-Adıge; Gürcistan Batum; Kırgızistan Oş şube bağlantıları","info@bf.com.tr","+90 312 812 12 20","https://www.bf.com.tr/","https://www.und.org.tr/firma-bilgileri/433; http://bf.com.tr/index.php/en/urunler-4"
