firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Dalgakıran Kompresör","Firma","Endüstriyel kompresör / basınçlı hava sistemleri","TİM Kazakhstan-Kyrgyzstan 2024 katılımcısı; resmi iletişim formunda Gürcistan, Kazakistan, Kırgızistan, Rusya ülke seçenekleri; Rusya varlık satış haberi ile pazar bağlantısı","info@dalgakiran.com","+90 212 444 20 12","https://www.dalgakiran.com/en/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/dalgakiran-makina; https://www.dalgakiran.com/en/contact-us; https://www.dalgakiran.com/en/news-events/organizational-restructuring-to-enhance-global-focus"
"Aljazira Kimya","Firma","Deterjan ve temizlik ürünleri üretimi","TİM Kazakhstan-Kyrgyzstan 2024 katılımcısı; deterjan ve temizlik ürünleri üreticisi","info@aljazirakimya.com","+90 322 504 10 12; +90 212 999 92 80","https://www.aljazirakimya.com/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/aljazira-kimya-1; https://www.aljazirakimya.com/contact-us"
"Aksa Power Generation","Firma","Jeneratör / enerji ekipmanları","TİM Kazakhstan-Kyrgyzstan 2024 katılımcısı; Aksa Kazakhstan Almatı ofisi ve Kazakistan pazarı bağlantısı","aksa@aksapowergen.com; info@aksakz.kz","+90 216 681 00 00; +7 727 338 48 47","https://www.aksapowergen.com/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/aksa-power-generation-1; https://www.aksapowergen.com/en/aksa_worldwide; https://www.aksapowergen.com/en/Contact"
"Meral Makine İmalat Sanayi Ltd. Şti.","Firma","İnşaat demiri kesme makineleri","TİM Kazakhstan-Kyrgyzstan 2024 katılımcısı; İzmir merkezli demir kesme makinesi üreticisi","bilgi@meralmakine.com","+90 507 577 75 25; +90 555 699 38 68; +90 533 136 02 63","https://meralmakine.com.tr/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/meral-makine-imalat-sanayi-4; https://meralmakine.com.tr/iletisim.html"
"Haver Farma İlaç A.Ş.","Firma","İlaç ve gıda takviyesi üretimi","TİM Kazakhstan-Kyrgyzstan 2024 katılımcısı; Türkiye merkezli ilaç ve gıda takviyesi üreticisi","info@haver.com.tr","+90 216 324 38 38","https://www.haver.com.tr/en","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/haver-farma-4; https://www.haver.com.tr/en/contact"
"Doğal Kimya / Doğal Agro","Firma","Tarım kimyasalları / bitki koruma ürünleri","TİM Kazakhstan-Kyrgyzstan 2024 katılımcısı; pestisit ve agrochemical üretimi","dogal@dogaltrm.com","+90 216 308 65 87","https://dogalagro.com/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/dogal-kimya; https://dogalagro.com/"
"Espomak","Firma","Endüstriyel makine / ekipman","TİM Kazakhstan-Kyrgyzstan 2024 ve Uzbekistan Tashkent 2025 katılımcısı; Karaman merkezli makine üreticisi","erkan@espomak.com","+90 533 545 55 08; +90 541 214 49 69","https://www.espomak.com/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/espomak-1; https://delegations.tim.org.tr/event/uzbekistan-tashkent-2025/company/espomak-2; https://www.espomak.com/"
"Tekasya Tarım Ürünleri Tic. Ltd. Şti.","Firma","Yaş meyve sebze ihracatı / narenciye","Turkish Industry kaydı; yıllık yaklaşık 80.000 ton yaş meyve sebze ihracatı; paketleme, ihracat ve nakliye faaliyetleri","info@tekasya.com; tektrading@tekasya.com; tekmarketing@tekasya.com","+90 326 221 38 48","https://www.tekasya.com/","https://turkish-industry.com/firma-iletisim/Tekasya-Tarim-Urun-Tic-Ltd-Sti/2035; https://www.tekasya.com/contact.html"
"March Logistics International Transportation Storage Distribution Trade Ltd. Co.","Firma","Lojistik / uluslararası kara hava deniz taşımacılığı","Özbekistan Taşkent ofisi ve deposu; Kazakistan, Rusya, Özbekistan taşımacılık sayfaları","info@marchlogistics.com.tr","+90 212 954 01 10; +90 533 487 99 39; +998 90 827 22 02","https://www.marchlogistics.com.tr/en/","https://www.marchlogistics.com.tr/en/contact; https://www.marchlogistics.com.tr/en/kazakhstan-freight-shipping; https://www.marchlogistics.com.tr/en/russia-freight-shipping"
"Yücel Boru İhracat İthalat ve Pazarlama A.Ş.","Firma","Çelik boru ve profil ihracatı","TİM Uzbekistan Tashkent 2026 katılımcısı; Yücel Boru grup dış ticaret şirketi, uluslararası müşterilere sevkiyat","info@yiip.com.tr","+90 216 418 10 00","https://www.yiip.com.tr/","https://delegations.tim.org.tr/event/uzbekistan-tashkent-2026/company/yucel-boru-ihracat-ithalat-ve-pazarlama-as; https://www.yiip.com.tr/en/contact"
