firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"İnova Steel Dış Ticaret A.Ş.","Dış ticaret/İhracatçı","Demir-çelik ürünleri","Türkiye'nin global demir-çelik tedarikçisi; enerji, inşaat, makine, otomotiv, mobilya ve tarım sektörlerine uluslararası pazar odaklı ürün portföyü","aygul@inovasteel.com.tr","+90 533 088 57 82","https://www.inovasteel.com.tr/","https://askturkiye.com/company/inova-steel-dis-ticaret-anonim-sirketi"
"AFS Flexible Kanal Ticareti A.Ş.","Üretici/İhracatçı","HVAC-R, esnek hava kanalları","Türkiye merkezli HVAC üreticisi; Ask Türkiye ihracatçı kaydı ve katalog/sertifika kaynakları","marketing@afs.com.tr","+90 312 395 48 60","https://afs.com.tr","https://askturkiye.com/company/afs-flexible-kanal-ticareti-as?id=16107"
"Beşler Cam Elyaf San. ve Tic. A.Ş.","Üretici/İhracatçı","Cam elyaf, kompozit hammaddeleri","Türkiye merkezli üretici; Ask Türkiye ihracatçı kaydı, cam elyaf ürünleri ve katalog kaynağı","export@beslerglassfiber.com.tr","+90 535 545 18 93","","https://www.askturkiye.com/company/besler-cam-elyaf-san-ve-tic-as?id=20843"
"Altun Gıda Mad. İth. İhr. Nak. Tic. Ltd. Şti.","Üretici/İhracatçı","Narenciye, yaş meyve-sebze","Türkiye/Hatay merkezli taze ürün ihracatçısı; 60.000 MT taze ürün/narenciye ihracatı beyanı","foreigntrade@altungida.com","","http://altungida.com","https://test.askturkiye.com/company/altun-gida-madithihrnakticltdsti"
"Gürler Global Mağazacılık San. ve Tic. A.Ş. / Bebegen","Üretici/İhracatçı","Bebek ve çocuk ürünleri, tekstil","Türkiye merkezli bebek/çocuk ürünleri üreticisi; 50'den fazla ülkeye ihracat tecrübesi beyanı","omer@bebegen.com.tr","+90 530 724 29 00","http://bebegen.com.tr","https://test.askturkiye.com/company/gurler-global-magazacilik-san-ve-tic-as"
"Doruk Kozmetik Sanayi ve Ticaret Ltd. Şti.","İhracatçı/Üretici","Kozmetik, filtre, madencilik, gıda","Türkiye/Sivas merkezli şirket; altın ithalat-ihracatı yanında araç filtresi, wood pellet, madencilik ve gıda sektörlerinde ithalat-ihracat beyanı","v.dede@hotmaail.com","+90 346 654 88 38; +90 532 298 01 58; +90 549 654 88 38","","https://test.askturkiye.com/company/doruk-kozmetik-sanayi-ve-ticaret-limited-sirketi"
"MMZ-Onur Boru Profil Üretim Sanayi ve Ticaret A.Ş.","Üretici/İhracatçı","Çelik boru ve profil","Türkiye merkezli çelik boru üreticisi/ihracatçı; Ask Türkiye steel pipe kaydı","export@mmz.com.tr","","http://mmz.com.tr","https://test.askturkiye.com/company/mmz-onur-boru-profil-uretim-sanayi-ve-ticaret-as"
"Elpadoor Yangın Güvenlik Kapı ve Dolap Sistemleri İnşaat İmalat Sanayi Ticaret Ltd. Şti.","Üretici/İhracatçı","Yangın güvenlik kapıları, dolap sistemleri, çelik ürünler","Türkiye merkezli imalatçı; Ask Türkiye kaydında Turkish casting/ships-steel-textile kategorileri ve ihracat iletişimi","proje@elpayangin.com; export@elpayangin.com","+90 312 386 09 51","","https://test.askturkiye.com/company/elpadoor-yangin-guvenlik-kapi-ve-dolap-sistemleri-insaat-imalat-sanayi-ticaret-limited-sirketiimalat"
"Marcegaglia TR Paslanmaz Çelik San. Tic. A.Ş.","Üretici/İhracatçı","Paslanmaz çelik, çelik boru","Türkiye'deki paslanmaz çelik/çelik boru üretim ve ticaret yapılanması; Ask Türkiye steel pipe kaydı","demet.harmanli@marcegaglia.com","","https://www.marcegaglia.com","https://test.askturkiye.com/company/marcegaglia-tr-paslanmaz-celik-san-tic-as"
"Merveks Gıda, Lojistik ve Dış Tic. Ltd. Şti.","Dış ticaret/Lojistik","Gıda, lojistik, dış ticaret","Türkiye merkezli gıda, lojistik ve dış ticaret şirketi; Ask Türkiye ihracatçı kaydı","mustafa.basarman@merveks.com","+90 543 512 70 01","http://merveks.com","https://askturkiye.com/company/merveks-gidalojistik-ve-dis-ticltdsti"
