firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Baraka İhracat ve İthalat Dış Tic. Ltd. Şti.","Dış ticaret/İhracatçı","Hazır giyim, halı, kimyasal ürünler ve çok sektörlü ihracat","İstanbul merkezli ihracat/ithalat firması; uluslararası hipermarket zincirlerine geniş ürün tedariki beyanı","export@barakaexport.com","+90 545 243 54 50","http://www.barakaexport.com","https://askturkiye.com/company/baraka-ihracat-ve-ithalat-dis-tic-ltd-sti?id=21392"
"Bahçıvan Gıda San. ve Tic. A.Ş.","Üretici/İhracatçı","Süt ürünleri, peynir, gıda","Türkiye/Kırklareli üretim tesisi; ürünlerinin Türkiye genelinde ve dünya çapında tercih edildiği, 30 ülkeye ihracat beyanı","mehmet.ergul@bahcivan.com.tr","+90 532 391 78 61","http://bahcivan.com.tr","https://askturkiye.com/company/bahcivan-gida-sanve-ticas"
"GLD Furniture Foreign Trade Ltd. Co.","Üretici/İhracatçı","Mobilya, TV üniteleri, masa-sandalye, yatak odası ve oturma grupları","Türkiye/Ankara merkezli mobilya firması; dış ticaret ünvanı ve Turkish Wood/Furniture tedarik kaydı","gldmobilya@gmail.com","+90 530 880 76 53","http://gldmobilya.com","https://www.askturkiye.com/company/gld-furniture-foreign-trade-limited-company"
"Russped Lojistik Dış Ticaret Ltd. Şti.","Lojistik hizmet sağlayıcı","Uluslararası nakliye, Rusya/BDT taşımacılığı","Türkiye'den Rusya, Belarus, Kazakistan, Ukrayna, Bulgaristan, Romanya ve tüm Türki Cumhuriyetlerine taşımacılık hizmeti","info@russped.com","","http://russped.com/","http://russped.com/; http://russped.com/hakkimizda.html"
"Reynak Lojistik","Lojistik hizmet sağlayıcı","Kazakistan, Rusya, Ukrayna, Litvanya, Finlandiya nakliye","Türkiye merkezli; Kazakistan, Rusya ve Ukrayna taşımacılığı konusunda uzman ekip ve parsiyel/uluslararası nakliye hizmetleri","info@reynaklojistik.com","+90 212 812 18 30","https://www.reynaklojistik.com/","https://www.reynaklojistik.com/; https://www.reynaklojistik.com/iletisim/; https://www.reynaklojistik.com/kazakistan-nakliye/"
"Arlan Lojistik ve Dış Ticaret Ltd. Şti.","Lojistik/Dış ticaret hizmet sağlayıcı","Türkiye-Rusya-Kazakistan-Özbekistan taşımacılık, depolama, gümrükleme","Türkiye/İstanbul merkezli; Türkiye-Kazakistan, Türkiye-Özbekistan, Türkiye-Rusya hatlarında parsiyel, kapıdan kapıya, depolama ve gümrük hizmetleri","info@arlan.com.tr","+90 212 830 77 10; +90 552 582 08 76; +90 507 987 00 00","https://arlan.com.tr/","https://arlan.com.tr/iletisim; https://arlan.com.tr/en/; https://arlan.com.tr/en/hizmetlerimiz/turkiye-kazakhstan-transportation"
"Kaya Plastik Otomotiv San. ve Dış Tic. Ltd. Şti.","Üretici/İhracatçı","Otomotiv plastik parçaları","Türkiye/İstanbul merkezli otomotiv plastik üreticisi; 28 ülkeye ihracat ve dünya pazarlarında marka bilinirliği beyanı","info@kayaplastik.com.tr","","https://www.kayaplastik.com.tr/","https://askturkiye.com/company/kaya-plastik-otomotiv-san-ve-dis-tic-ltd-sti; https://www.kayaplastik.com.tr/"
"Hamme Makine A.Ş.","Üretici/İhracatçı","Metal kesim makineleri, daire testere ve şerit testere makineleri","Türkiye/Konya merkezli makine üreticisi; metal kesim makine ürünleriyle sanayi ve ihracat tedarik potansiyeli","hamme@hamme.com.tr","+90 332 345 03 04; +90 332 345 00 77","https://www.hamme.com.tr/","https://www.hamme.com.tr/en/contact"
"Hammelmann Endüstri Pompaları A.Ş.","Üretici/Servis/İhracatçı","Endüstriyel pompalar, yüksek basınç sistemleri","Hammelmann'ın Türkiye iştiraki; Türkiye üzerinden bölgesel endüstriyel pompa ve servis ağı bağlantısı","serkan.cakir@hammelmann.com.tr","","https://www.hammelmann.com/","https://www.hammelmann.com/us/company/news/hammelmann-turkiye.php"
"Doğal Kimya / Doğal Tarım resmi site doğrulaması","Üretici/İhracatçı","Zirai ilaçlar, agrochemical, bitki koruma ve gübre","TİM Kazakhstan-Kyrgyzstan 2024 delegasyon bağlantılı üretici; resmi site Türkiye sermayeli zirai ilaç üreticisi olduğunu doğruluyor","info@dogalagro.com","+90 530 497 78 76","https://dogalagro.com/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/dogal-kimya; https://dogalagro.com/contact; https://www.dogaltrm.com/"
