firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Tanpak Ambalaj San. ve Tic. Ltd. Şti.","Üretici/İhracatçı","Ambalaj, polyester cord/composite/PET/PP çember","Türkiye/İzmir merkezli çemberleme sektöründe üretici-ihracatçı; Turkish Packaging kaydı ve uluslararası tedarik potansiyeli","info@tanpak.com.tr","","https://www.tanpak.com.tr/","https://askturkiye.com/company/tanpak-ambalaj-san-ve-tic-ltd-sti?id=19376; https://www.tanpak.com.tr/"
"ASL Turkey International Trade İthalat İhracat Dış Ticaret Sanayi Ltd. Şti.","Dış ticaret/İhracatçı","Çok sektörlü ihracat ve dış ticaret","2014'ten beri Türkiye'nin önde gelen ihracat firmaları arasında yer alma beyanı; tekstil, tütün, ağaç/orman ürünleri dahil çok sektörlü tedarik","info@aslturkey.com","","https://aslturkey.com/","https://askturkiye.com/company/asl-turkey-international-trade-ithalat-ihracat-dis-ticaret-sanayi-ve-limited-sirketi?id=19026; https://aslturkey.com/"
"Yeğenler Kimya A.Ş.","Tedarikçi/Üretici/İhracatçı","Kimyasal hammaddeler, sodyum molibdat, tekstil/kablo/kauçuk/plastik/deterjan kimyasalları","TİM Egypt Cairo Trade Delegation katılımcısı; Türkiye'nin sodyum molibdat üreticisi ve kimyasal hammadde tedarikçisi","info@yegenlerkimya.com","","http://www.yegenlerkimya.com","https://delegations.tim.org.tr/event/eygpt-cairo-trade-delegation/company/yegenler-kimya-11; http://www.yegenlerkimya.com"
"Venüs Bisküvi San. ve Tic. A.Ş.","Üretici/İhracatçı","Bisküvi, kraker, atıştırmalık","TİM Philippines 2022 delegasyon katılımcısı; Türkiye'de tatlı bisküvi ve tuzlu atıştırmalık üretici-ihracatçısı","info@venus.biz","","http://www.venus.biz","https://delegations.tim.org.tr/event/philippines-manila-2022/company/venus-biscuits; http://www.venus.biz"
"Kale Flour / Kale Madencilik San. ve Tic. A.Ş.","Üretici/İhracatçı","Buğday unu","TİM Venezuela Caracas 2023 delegasyon katılımcısı; 1984'ten beri Türkiye'de yüksek kaliteli buğday unu üreticisi","info@kaleflour.com","","http://www.kaleflour.com","https://delegations.tim.org.tr/event/venezuela-caracas-2023/company/kale-flour; http://www.kaleflour.com"
"Alpaya Dermaceuticals / Alpaya Doğal ve Kozmetik Ürünleri San. ve Tic. A.Ş.","Üretici/İhracatçı","Doğal cilt/saç bakım ürünleri, medikal cihaz","TİM Pakistan 2020 delegasyon katılımcısı; Türkiye'de doğal kozmetik ve sınıf 1 medikal cihaz üretici-ihracatçısı","info@alpaya.com.tr","","http://www.alpaya.com.tr/","http://delegations.tim.org.tr/event/pakistan-2020/company/alpaya-dermaceuticals; http://www.alpaya.com.tr/"
"Çağrı Nakliyat","Lojistik hizmet sağlayıcı","Uluslararası nakliye, depolama ve lojistik çözümleri","Türkiye/İstanbul merkezli lojistik firması; uluslararası taşımacılık ve hedef pazarlara kara yolu bağlantıları için kullanılabilir","info@cagrinakliyat.com.tr","+90 212 871 06 37","https://www.cagrinakliyat.com/","https://cagrinakliyat.com/iletisim/hakkinda/iletisim; http://cagrinakliyat.com/hakkinda/hakkinda"
"Neva Lojistik","Lojistik hizmet sağlayıcı","Karayolu, havayolu, denizyolu, demiryolu; uluslararası taşıma","Nakliyeilani kaydında Azerbaycan, Gürcistan, Türkmenistan, Özbekistan, Kazakistan, Irak, İran, Almanya, Fransa ve İtalya taşıma ülkeleri görünüyor","info@nevalojistik.com","+90 216 577 63 82","http://www.nevalojistik.com","https://m.nakliyeilani.com/firmalar/1C632F15-5AFB-4AE9-8EDD-7F8F47C95952/neva-lojistik"
"Ekko Logistics","Lojistik hizmet sağlayıcı","Türkiye-Gürcistan-Azerbaycan taşımacılık hizmetleri","Türkiye-Gürcistan-Azerbaycan transport services sayfası; Tiflis ofisi üzerinden Kafkasya/Orta Koridor bağlantısı","info@ekkologistics.com","+995 322 500 078","https://www.ekkologistics.com/","https://www.ekkologistics.com/en/international-shipping/turkey-georgia-azerbaijan-transport-services"
"Matanat Ankara Alçı ve Yapı Kimyasalları İml. San. ve Tic. A.Ş.","Üretici/İhracatçı","Alçı, yapı kimyasalları, inşaat malzemeleri","Matanat A grubunun Türkiye/Ankara iştiraki; Azerbaycan ana ofisi, Gürcistan ve Ukrayna şirketleriyle bölgesel bağlantı","info@matanata.com","+994 12 404 14 34","http://www.matanata.com","https://matanata.com/en/contacts"
