firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Lubratech / Lubratek Endüstriyel Yağlar ve Kimyasal Maddeler A.Ş.","Üretici/İhracatçı","Otomotiv yağları, endüstriyel yağlar, gres, antifriz","TİM Azerbaijan Baku 2026 delegasyon katılımcısı; Rusça katalog ve Azerbaycan hedef pazarı ile bağlantılı yağ/kimyasal üreticisi","info@lubratech.com.tr; lubratech@lubratech.com.tr","+90 262 642 09 93; +90 554 499 19 40","https://www.lubratech.com.tr/","https://delegations.tim.org.tr/event/azerbaijan-baku-2026/company/lubratech; https://www.lubratech.com.tr/iletisim; https://www.lubratech.com.tr/system/folders/catalog/lubratech-motor-yaglari-rusca.pdf"
"Garanti Rafineri ve Maden İşletmeleri A.Ş.","Üretici/İhracatçı","Altın rafineri, kıymetli metaller, sertifikalı altın bar","TİM Uzbekistan Tashkent 2026 delegasyon katılımcısı; yerli ve uluslararası piyasalardan hammadde/ürün dönüşümü ve sertifikalı altın bar üretimi","info@garantirafineri.com.tr; GarantiRafineri@hs02.kep.tr","+90 212 503 11 12","https://garantirafineri.com.tr/","https://delegations.tim.org.tr/event/uzbekistan-tashkent-2026/company/gar-1; https://www.garantirafineri.com.tr/kvkk/; https://garantirafineri.com.tr/"
"GOMA / Başar Ticaret ve Gıda Sanayi A.Ş.","Üretici/İhracatçı","Nişasta yapıştırıcı, oluklu mukavva tutkalı, paper tube adhesive, lamine yapıştırıcı","TİM Uzbekistan Tashkent 2026 delegasyon katılımcısı; İstanbul merkezli oluklu mukavva ve ambalaj sanayii için yapıştırıcı üreticisi","info@gomaworld.com; sales@gomaworld.com; support@gomaworld.com; basar@basarticaret.com","+90 212 485 29 29; +90 549 485 29 24","https://gomaworld.com/","https://delegations.tim.org.tr/event/uzbekistan-tashkent-2026/company/goma-7; https://gomaworld.com/contact/; https://basarticaret.com/iletisim"
"BB Derma Kozmetik Sanayi ve Ticaret A.Ş.","Üretici/İhracatçı","Dermo kozmetik, kişisel bakım, private label kozmetik","TİM Uzbekistan Tashkent 2026 delegasyon katılımcısı; Orta Doğu ve diğer bölgelerde private label dermo kozmetik/personal care üretimi","info@bbcosmetics.com.tr; suz@bbcosmetics.com.tr","+90 216 311 20 45; +90 553 073 89 86; +90 532 566 72 08","https://bbcosmetics.com.tr/","https://delegations.tim.org.tr/event/uzbekistan-tashkent-2026/company/sukran-uz-bayraktarlar-1; https://bbcosmetics.com.tr/contact; https://www.askturkiye.com/company/bb-derma-kozmetik-sanayi-ve-ticaret-anonim-sirketi"
"AKS Kozmetik Tarım Ürünleri Kimya Gıda Temizlik Mad. İnş. İç ve Dış Tic. Ltd. Şti.","Üretici/İhracatçı","Kozmetik, doğal güzellik ve bakım ürünleri, private label/proje üretimi","Ask Türkiye Turkish Cosmetics kaydı; resmi site ithalat-ihracat ve Ar-Ge üretim/proje firması olduğunu doğruluyor","export@akskozmetik.com.tr; aks@akskozmetik.com.tr; sales@akskozmetik.com.tr","+90 312 385 11 86; +90 501 012 11 80; +90 533 623 04 33","https://www.akskozmetik.com.tr/","https://www.askturkiye.com/company/aks-kozmetik-tarim-urunleri-kimya-gida-temizlik-mad-insaat-ic-ve-dis-tic-ltd-sti; https://www.akskozmetik.com.tr/; https://www.ostim.org.tr/firmalar/aks-kozmetik-tarim-urunleri-kimya-gida-temizlik-maddeleri-in/iletisim"
"Makro Export Dış Ticaret Danışmanlık Ltd. Şti.","Dış ticaret/İhracat danışmanlığı","İhracat danışmanlığı, tedarikçi bulma, fabrika denetimi, satın alma ajansı","Türkiye'den ürün satın almak isteyen yabancı firmalara tedarikçi bulma, fabrika denetimi ve yükleme gözetimi hizmetleri; uluslararası satış desteği","info@makroexport.com; sales@makroexport.com; makroexportcom@gmail.com","+90 312 394 39 25; +90 535 413 90 13; +90 530 233 88 56","https://www.makroexport.com/","https://www.askturkiye.com/company/makro-export-dis-ticaret-danismanlik-limited-sirketi; https://www.makroexport.com/contacts/; https://www.instagram.com/makroexport/reels/"
"Aksa Jeneratör Sanayi A.Ş. / Aksa Power Generation","Üretici/İhracatçı","Jeneratör, enerji sistemleri, geçici/kalıcı güç santralleri","TİM Kazakhstan-Kyrgyzstan 2024 delegasyon katılımcısı; Türkiye, Çin ve ABD fabrikalarıyla global üretici, Özbekistan ofisi ve uluslararası enerji çözümleri","aksa@aksa.com.tr; info@aksa.uz; sales@aksaeurope.com","+90 216 681 00 00; +998 78 150 27 47; +31 78 204 91 29","https://www.aksa.com.tr/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/aksa-power-generation-1; https://www.aksa.com.tr/; https://www.aksapowergen.com/en/aksa_worldwide"
"Dalgakıran Makina Sanayi ve Ticaret A.Ş.","Üretici/İhracatçı","Endüstriyel kompresörler, basınçlı hava sistemleri","TİM Kazakhstan-Kyrgyzstan 2024 delegasyon katılımcısı; Türkiye'nin global kompresör markası ve büyük endüstriyel kompresör üretici-ihracatçısı","info@dalgakiran.com; satis@dalgakiran.com; ozkan.ozenc@dalgakiran.com","444 20 12; +90 224 441 56 63","https://www.dalgakiran.com/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/dalgakiran-makina; https://www.dalgakiran.com/tr/iletisim; https://www.dalgakiran.com/tr/"
"Al Jazira Kimya İnşaat İhracat İthalat San. ve Tic. Ltd. Şti.","Üretici/İhracatçı","Deterjan, temizlik ürünleri, endüstriyel/ev tipi kimyasal ürünler","TİM Kazakhstan-Kyrgyzstan 2024 delegasyon katılımcısı; geniş ürün gamında ev ve endüstriyel temizlik ürünleri üreticisi","enver_celebi@alwazirgroup.com","+90 212 999 92 80","https://www.aljazirakimya.com/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/aljazira-kimya-1; https://adanaorganize.org.tr/firma/al-jazira-kimya-ins-ihr-ith-san-ve-tic-ltd-sti/; https://www.aljazirakimya.com/contact-us"
"Mass Global Logistics Shipping Ltd.","Lojistik hizmet sağlayıcı","Konteyner, demiryolu, multimodal taşımacılık","Türkiye-İstanbul çıkışlı Kazakistan/Almatı taşımalarında Poti/Gürcistan limanı üzerinden demiryolu multimodal operasyon kaydı","info@mass-logistics.com","+90 212 213 10 80; +90 212 690 90 80","","https://m.nakliyeilani.com/NavlunBilgisiDetayi.aspx?NavlunID=718"
