firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Altınsoy Madencilik ve Ticaret A.Ş.","Üretici/İhracatçı","Mermer, doğal taş, madencilik ürünleri","Türkiye/Bursa merkezli doğal taş ve mermer üreticisi; 1930'dan beri faaliyet, 6 ocak ve 3 fabrika, çok sayıda ülkeye ihracat beyanı","export@altinsoy.com.tr","+90 530 524 39 96","https://www.altinsoy.com.tr","https://www.askturkiye.com/company/altinsoy-madencilik-ve-ticaret-as"
"Eng Mineral Sanayi Ticaret Ltd. Şti.","Üretici/İhracatçı","Manyetik separatörler, madencilik/seramik/gıda/çelik ekipmanları","Türkiye/Sakarya merkezli üretici; madencilik, seramik, gıda ve çelik sektörlerine makine/sistem tedariki","info@engmineral.com.tr","+90 264 276 06 06","http://engmineral.com.tr","https://askturkiye.com/company/eng-mineral-sanayi-ticaret-ltdsti"
"Barine Tekstil Sanayi İç ve Dış Ticaret A.Ş.","Üretici/İhracatçı","Ev tekstili, havlu, peştamal, tekstil ürünleri","Türkiye merkezli tekstil üreticisi/ihracatçısı; Ask Türkiye Turkish Towels/Home Textile kaydı","ozan@thebarine.com","+90 258 373 51 88","http://www.thebarine.com","https://www.askturkiye.com/company/barine-tekssanic-ve-dis-ticas"
"Kuşbaba Tarım A.Ş.","Üretici/İhracatçı","Tarım kimyasalları, organik ürünler, iz element ürünleri","Türkiye merkezli tarımsal ürün üreticisi; Ask Türkiye katalog kaynağında chemical, organic ve trace element ürün grupları","info@kusbaba.com.tr","","https://www.kusbaba.com.tr/","https://www.askturkiye.com/firms/firmfiles/11766/5cc58e6d-57f2-4a29-87ef-0697c8eddebc.pdf; https://www.kusbaba.com.tr/"
"Aquasan Group","Üretici/İhracatçı","Mekanik tesisat, pompa, su sistemleri ve endüstriyel projeler","Azerbaycan, Kazakistan, Özbekistan ve çevre ülkelerde aktif proje ağı beyanı; hedef pazarlarda mekanik tesisat/proje bağlantısı","info@aquasan.com.tr","","https://www.aquasan.com.tr/","https://www.aquasan.com.tr/kurumsal/ihracat"
"İhracat Danışmanınız","Hizmet/İhracat destek","İhracat danışmanlığı, lojistik, pazarlama, gümrük ve finans danışmanlığı","Afrika, Ortadoğu, Asya, Amerika, Rusya, Türki Cumhuriyetleri ve Avrupa'ya ihracat/lojistik/pazarlama danışmanlığı hizmetleri","info@ihracatdanismaniniz.com","+90 534 935 99 78","https://www.ihracatdanismaniniz.com/","https://www.ihracatdanismaniniz.com/kazakistan/"
"Mirdüy Gıda Tarım İnşaat Nakliye Turizm San. ve Tic. A.Ş.","Üretici/İhracatçı","Gıda, tarım ürünleri, nakliye","Ask Türkiye ihracatçı kaydı; Türkiye merkezli gıda/tarım/nakliye firması, hedef pazar gıda tedariki için uygun","info@mirduy.com.tr","","https://www.mirduy.com.tr/","https://test.askturkiye.com/company/mirduy-gida-tar-ins-nak-tur-san-ve-tic-as; https://www.mirduy.com.tr/"
"Ordafrik Import Export Trade Consultancy","Dış ticaret/İhracat destek","Dış ticaret danışmanlığı, ürün tedariki, yatırım ve hukuk danışmanlığı","Türkiye'de yabancı şirketlere ürün tedariki, yatırım, hukuk ve danışmanlık hizmetleri; dış pazar bağlantısı için aracı firma","info@ordafrik.com","","https://ordafrik.com/","https://test.askturkiye.com/company/ordafrik-import-export-trade-consultancy; https://ordafrik.com/"
"Al Nalburiye Hırdavat Tic. ve San. Ltd. Şti. - iş e-postası düzeltmesi","Tedarikçi/İhracatçı","Hırdavat, el aletleri, yapı market ürünleri","TİM Azerbaijan Baku 2023 katılımcısı; Azerbaycan hedef pazar bağlantısı ve dış girişimler","export@al.com.tr; info@al.com.tr","","https://www.al.com.tr/","https://delegations.tim.org.tr/event/azerbaijan-baku-2023/company/al-nalburiye; https://www.al.com.tr/"
"Boreas Global Lojistik - hat detaylı zenginleştirme","Lojistik hizmet sağlayıcı","Uluslararası karayolu, havayolu, denizyolu, proje ve ağır nakliye","Rusya, Kazakistan, Azerbaycan, Gürcistan, Ukrayna, Türkmenistan ve Kırgızistan hatları açıkça kaynaklarda görünüyor","info@boreaslojistik.com","+90 216 469 00 61; +90 544 319 19 61","https://www.boreasgloballojistik.com/","https://www.boreasgloballojistik.com/; https://ru.linkedin.com/company/boreas-global-loji%CC%87sti%CC%87k-ti%CC%87c-ltd-%C5%9Fti%CC%87"
