firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Karaoğlu Ziraat Aletleri Sanayi ve Ticaret A.Ş.","Firma","Tarım makineleri ve zirai aletler","Söke Ticaret Odası ihracatçı üyeler listesinde ihracat pazarları Azerbaycan, Romanya ve Özbekistan olarak geçiyor; Azerbaycan ve Özbekistan hedef pazar bağlantıları doğrulanıyor.","info@karaogluziraat.com","+90 256 518 12 41","http://www.karaoglutarim.com","https://www.sto.org.tr/Portals/15/dis%20ticaret/EXPORTER_MEMBERS_102019.pdf"
"Oliva Gıda Sanayi Ticaret Ltd. Şti.","Firma","Zeytinyağı ve gıda ihracatı","Söke Ticaret Odası ihracatçı üyeler listesinde zeytinyağı ihracatçısı olarak yer alıyor; Rusya, Ukrayna, Azerbaycan, Kazakistan, Kırgızistan, Özbekistan ve Gürcistan gıda hedef pazarları için aday firma.","servetaltay@yahoo.com","+90 256 554 64 67","","https://www.sto.org.tr/Portals/15/dis%20ticaret/EXPORTER_MEMBERS_102019.pdf"
"Doğal Destek Ürünleri Araştırma Sanayi ve Ticaret A.Ş.","Firma","Bitkisel destek ürünleri ve gıda takviyesi","Söke Ticaret Odası ihracatçı üyeler listesinde harbel food supplement products ihracatçısı olarak yer alıyor; Azerbaycan, Özbekistan, Kazakistan ve Kırgızistan gıda takviyesi hedef pazarları için aday firma.","tabia@dogaldestek.com.tr","+90 256 527 85 00","","https://www.sto.org.tr/Portals/15/dis%20ticaret/EXPORTER_MEMBERS_102019.pdf"
"NT Organik Enerji Sanayi ve Ticaret Ltd. Şti.","Firma","Organik kömür/organic charcoal","Söke Ticaret Odası ihracatçı üyeler listesinde organic charcoal ihracatçısı olarak yer alıyor; Gürcistan, Azerbaycan, Kazakistan ve Rusya için enerji/katı yakıt hedef pazar adayı.","ntorganik@gmail.com","+90 232 441 06 61","","https://www.sto.org.tr/Portals/15/dis%20ticaret/EXPORTER_MEMBERS_102019.pdf"
"Yüksel Seramik Sanayi ve Ticaret A.Ş. Söke Sarıkemer Şubesi","Firma","Seramik ve yapı ürünleri","Söke Ticaret Odası ihracatçı üyeler listesinde seramik ihracatçısı olarak listeleniyor; Azerbaycan, Gürcistan, Kazakistan, Özbekistan ve Rusya yapı ürünleri hedef pazarları için aday firma.","yuksel@yukselseramik.com","+90 256 444 88 23","","https://www.sto.org.tr/Portals/15/dis%20ticaret/EXPORTER_MEMBERS_102019.pdf"
"İpeksan Dış Ticaret Ltd. Şti.","Firma","Dış ticaret ve çoklu ülke ihracatı","Nakliyeilanı dış ticaret firma kaydında ihracat yapılan ülkeler arasında Azerbaycan, Ukrayna, Kırgızistan, Gürcistan ve Rusya listeleniyor; hedef pazar bağlantıları doğrulanıyor.","","+90 212 690 90 80; +90 507 743 88 46","https://m.nakliyeilani.com/dis-ticaret-firmalar/036ACAE9-1845-45C2-8604-8C80418B3854/ipeksan-dis-tic-ltd-sti-","https://m.nakliyeilani.com/dis-ticaret-firmalar/036ACAE9-1845-45C2-8604-8C80418B3854/ipeksan-dis-tic-ltd-sti-"
"Humanis Sağlık A.Ş.","Firma","İlaç, sağlık ürünleri ve GMP üretim","Resmi uluslararası pazarlar sayfasında Azerbaycan, Gürcistan ve Özbekistan başlıca ihracat ülkeleri; Kırgızistan ve Ukrayna ise genişleme pazarları olarak belirtiliyor.","info@humanis.com.tr","","http://humanis.com.tr/sayfa/uluslararasi-pazarlar.html","http://humanis.com.tr/sayfa/uluslararasi-pazarlar.html"
"Margül Uluslararası Taşımacılık","Firma","Orta Asya lojistik ve taşımacılık","Kaynakta Türkiye'den Kazakistan, Kırgızistan ve Özbekistan'a uzanan lojistik hizmetleri ve iletişim emaili veriliyor; hedef pazar bağlantıları doğrulanıyor.","info@margul.com.tr","","","https://www.instagram.com/p/DbxpdR9iMpK/"
"Online Şirketler Grubu Lojistik","Firma","Avrupa-Orta Asya hava kargo ve lojistik","Kaynakta Türkiye, Gürcistan, Azerbaycan, Rusya, Kazakistan ve Ermenistan hattında hava kargo taşımacılığı ve iletişim emaili belirtiliyor; hedef pazar bağlantıları doğrulanıyor.","info@onlinesirketlergrubu.com.tr","+90 539 923 41 58","","https://www.instagram.com/reel/DTIHvTUDHE6/"
"Logitaş Lojistik","Firma","Uluslararası lojistik ve Orta Asya/Kafkasya taşımaları","Resmi sitede Rusya, Ukrayna, Kazakistan, Kırgızistan, Özbekistan, Gürcistan ve Azerbaycan hizmet ülkeleri; iletişim bölümünde email ve telefonlar yer alıyor.","info@logitas.com.tr","+90 538 695 57 36; +90 543 509 44 04","https://logitas.com.tr/","https://logitas.com.tr/"
