firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Birsun Kimya Tekstil Boya San. Tic. Ltd. Şti.","Firma","Tekstil kimyasalları boya ve baskı","Kamuya açık şirket profili İstanbul merkezli Birsunun Rusya ve Özbekistana ihracat yaptığını belirtiyor","seyitm.oral@birsun.com.tr","+90 212 438 50 75","https://birsun.com.tr","https://birsun.com.tr/"
"Akın Tekstil A.Ş.","Firma","Tekstil ve hazır giyim","Kamuya açık şirket profili Türkiye merkezli Akın Tekstilin Türkiye ve Ukrayna operasyonlarını belirtiyor","info@akintekstil.com.tr","+90 212 583 50 69; +90 288 443 98 55","https://akintekstil.com.tr","https://akintekstil.com.tr/"
"İnkuin Chemicals","Firma","Kimya ve kimyasal ürünler","Kamuya açık şirket profili İstanbul merkezli İnkuin Chemicalsın Moskova Rusya ofisini belirtiyor","info@inkuin.com","+90 212 446 92 92","https://inkuin.com","https://inkuin.com/"
"Akkus Textile / Akkuş Tekstil","Firma","Denim ve tekstil üretimi","Kamuya açık şirket profili İstanbul merkezli Akkuş Tekstilin Türkiye ve Özbekistan operasyonlarını belirtiyor","info@akkustextile.com","+90 212 422 08 00; +90 482 215 12 01","https://akkustextile.com","https://akkustextile.com/"
"Ünteks Group","Firma","Entegre tekstil ve hazır giyim","Kamuya açık şirket profili Türkiye merkezli Ünteks Groupun Türkiye ve Rusya operasyonlarını belirtiyor","info@unteksgroup.com","+90 212 475 51 25","https://unteksgroup.com","https://unteksgroup.com/"
"Uras Kimya Sanayi ve Ticaret A.Ş.","Firma","Tekstil baskı ve yardımcı kimyasallar","Kamuya açık şirket profili Türkiye merkezli Uras Kimyanın Azerbaycan dahil bölgesel operasyonlarını belirtiyor","uras@uraschemical.com","+90 212 489 30 27; +90 212 489 70 70","https://uraschemical.com","https://uraschemical.com/"
"Akar Group","Firma","Tekstil kumaş ve dekoratif ürünler","Kamuya açık şirket profili Türkiye merkezli Akar Groupun Azerbaycan dahil bölgesel operasyonlarını belirtiyor","info@akargroup.com.tr","+90 224 371 30 70","https://akargroup.com.tr","https://akargroup.com.tr/"
"Ersağ","Firma","Kozmetik temizlik ve doğrudan satış","Resmi şirket sitesi Özbekistan ve Rusya bölge yöneticilerini ve uluslararası yapılanmasını belirtiyor","info@ersag.com.tr","444 36 94","https://www.ersag.com.tr","https://www.ersag.com.tr/?mod=cat&cat_id=88"
"Tiryaki Agro Gıda","Firma","Tarım gıda ve agro-endüstri","Resmi şirket duyurusu Türkiye merkezli Tiryaki Agronun Kazakistanda entegre agro-endüstriyel yatırım başlattığını belirtiyor","info@tiryaki.com.tr","+90 216 333 20 00","https://www.tiryaki.com.tr","https://www.tiryaki.com.tr/en/news/new-press-releases/tiryaki-agro-launches-integrated-agro-industrial-investment-in-kazakhstan-to-transform-agricultural-value-chains-astana"
"GAMA Holding","Holding","Enerji mühendislik ve inşaat","Resmi şirket ülke sayfası Türkiye merkezli GAMA Holdingin Türkmenistan faaliyetlerini belirtiyor","holding@gama.com.tr","+90 312 248 42 00; +90 312 248 42 01","https://gama.com.tr","https://holding.gama.com.tr/en/countries/turkmenistan-en/"
