firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Armada Gıda Tic. San. A.Ş.","Firma","Gıda / bakliyat ve tarım ürünleri","Ask Türkiye kaydı; üretim, işleme, ithalat, ihracat ve transit ticaret faaliyetleri; hedef pazarlara gıda ihracatı potansiyeli","armada@armadafoods.com","","http://armadafoods.com","https://askturkiye.com/company/armada-gida-ticsanas"
"Ardan Irrigation Systems","Firma","Tarımsal sulama sistemleri","Ask Türkiye kaydı; 1985'ten beri tarımsal sulama sistemleri distribütörü ve ihracatçı; hedef pazarlara tarım altyapısı ihracatı potansiyeli","info@ardan.com.tr; export@ardan.com.tr","+90 236 588 45 00","http://ardan.com.tr","https://test.askturkiye.com/company/ardan-irrigation-systems"
"Aliye Okçu Kozmetik Sanayi Ticaret Ltd. Şti.","Firma","Kozmetik / özel formül ve private label","Ask Türkiye kaydı; PURGENE markası ile birçok ülkeye kozmetik ihracatı ve private label üretim","aliye@okcucosmetics.com","+90 534 572 00 54","http://www.purgene.com","https://www.askturkiye.com/company/aliye-okcu-kozmetik-sanayi-ticaret-limited-sirketi"
"Bozel Gıda Hed. Org. İnş. ve Dış Tic. Ltd. Şti.","Firma","Gıda / dış ticaret","Ask Türkiye kaydı; gıda ve dış ticaret profili; hedef pazarlara gıda ihracatı potansiyeli","murat4242@hotmail.com","","","https://test.askturkiye.com/company/bozel-gida-hed-org-ins-ve-dis-tic-ltd-sti"
"Kaya Plastik Otomotiv San. ve Dış Tic. Ltd. Şti.","Firma","Otomotiv plastikleri / otomotiv yan sanayi","Ask Türkiye kaydı; 1978'den beri otomotiv sektöründe üretici ve ihracatçı; 28 ülkeye ihracat","info@kayaplastik.com.tr","","","https://askturkiye.com/company/kaya-plastik-otomotiv-san-ve-dis-tic-ltd-sti"
"Turan Plastik Ambalaj İç ve Dış Tic. Ltd. Şti.","Firma","Plastik gıda ambalajı","Ask Türkiye kaydı; 1988'den beri plastik ambalaj üreticisi, BRC sertifikalı tesis ve 40'a yakın ülkede satış","info@turanplastik.com","+90 549 345 01 22","https://turanplastik.com/","https://askturkiye.com/company/turan-plastik-ambalaj-ic-ve-dis-ticltdsti"
"Maye Motorlu Araçlar Oto. Ürün ve İlaçl. San. Tic. Ltd. Şti.","Firma","Otomotiv / oto ürünleri","Ask Türkiye kaydı; otomotiv, casting ve elektrik-elektronik sektörlerinde faaliyet; hedef pazarlara otomotiv ürünleri ihracatı potansiyeli","import-export@mayeotomotiv.com","+90 850 888 62 93","http://www.mayeotomotiv.com.tr","https://askturkiye.com/company/maye-motorlu-araclar-oto-urun-ve-ilacl-san-tic-ltd-sti"
"Otomatec Otomotiv Ltd. Şti.","Firma","Otomotiv / yedek parça","Ask Türkiye kaydı; Türk otomotiv ürünleri ve yedek parça profili; hedef pazarlara otomotiv yan sanayi ihracatı potansiyeli","info@otomatec.com.tr","","","https://askturkiye.com/company/otomatec-otomotiv-ltd-sti"
"Anadolu Kesici Takımlar ve Sistemleri San. ve Tic. Ltd. Şti.","Firma","Kesici takımlar / sanayi ekipmanları","Ask Türkiye kaydı; otomotiv, savunma, havacılık, gıda ve ağır sanayi için kesici takım çözümleri","info@anadolukesici.com","","","https://www.askturkiye.com/company/anadolu-kesici-takimlar-ve-sist-san-ve-tic-ltd-sti"
"Tekin Innovation Foreign Trade Co.","Firma","Dış ticaret / çok sektörlü ihracat","Ask Türkiye kaydı; mobilya, tekstil, ev gereçleri, otomotiv, plastik, seramik, kimya ve farklı sektörlerde dış ticaret","info@tekininnovation.com","","","https://test.askturkiye.com/company/tekin-innovation-foreign-trade-co?id=18394"
