firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Raff Giyim Sanayi İç ve Dış Ticaret Ltd. Şti. / Raff Military Textile","Üretici/İhracatçı","Askeri tekstil, savunma, iş kıyafetleri","Türkiye merkezli askeri/polis/fireproof ekipman üreticisi; uluslararası üretim ve ihracat beyanı, savunma ve tekstil ihracatçı kaydı","info@raff.com.tr; Bilgi@raff.com.tr","+90 212 502 12 12; +90 535 052 68 22","https://www.raff.com.tr/en/","https://www.askturkiye.com/company/raff-military-textile?id=18896; https://www.raff.com.tr/en/; https://www.askturkiye.com/companys?Sectors=94"
"PB Dış Ticaret Ltd. Şti. / PB Foreign Trade","Dış ticaret/İhracatçı","Alüminyum profil ve kompozit panel","Premier Group ihracat şirketi; Türkiye merkezli alüminyum ekstrüzyon ve kompozit panel üretimi, Avrupa-Afrika-Asya pazarlarına ihracat","info@pbforeigntrade.com","+90 216 573 85 96; +90 530 510 52 21","https://pbforeigntrade.com/","https://askturkiye.com/company/pb-dis-ticltdsti; https://pbforeigntrade.com/en/corporate; https://www.pbforeigntrade.com/en/contact"
"Yüksan Vinç Otomotiv Makina Yakıt Ürünleri San. ve Tic. Ltd. Şti.","Üretici/İhracatçı","Vinç sistemleri, kaldırma makineleri","Türkiye/Konya merkezli vinç sistemleri üreticisi; Orta Doğu, Afrika, Arap ülkeleri ve Avrupa'ya ihracat beyanı","bilgi@yuksanvinc.com.tr; export@yuksanvinc.com.tr","+90 533 021 29 59; +90 531 883 83 87","https://www.yuksanvinc.com.tr/en","https://askturkiye.com/company/yuksan-vinc-otomotiv-makina-yakit-urunluri-san-ve-tic-ltd-sti; https://www.yuksanvinc.com.tr/en; https://listofcompany.com/en/firmalar/machines-c-46/ozenir-dis-ticaret-a-s-c-8341"
"Fateks Kumaş Tekstil ve Konfeksiyon San. Tic. A.Ş.","Üretici/İhracatçı","Tekstil kumaş, hazır giyim","TİM delegasyon katılımcısı; Türkiye/İzmir merkezli tekstil üreticisi, Avrupa-Afrika-Asya ihracat beyanı","info@fateksfabrics.com; fateksfabrics@gmail.com","+90 232 469 81 21","https://fateksfabrics.com","https://www.askturkiye.com/company/fateks-kumas-tekstil-ve-konf-santicas?id=17266; https://delegations.tim.org.tr/event/japan-tokyo-2025/company/fateks-fabrics-2; https://delegations.tim.org.tr/event/jordan-amman-2023/company/fateks-fabrics-amp-garments"
"Akkatoğlu Demir Çelik San. İth. İhr. Tic. Ltd. Şti.","Üretici/İhracatçı","Demir-çelik, döküm","Türkiye merkezli 45+ yıllık çelik firması; Ask Türkiye Turkish Casting ihracatçı kaydı","info@akkatoglu.com","","http://akkatoglu.com","https://test.askturkiye.com/company/akkatoglu-demir-celik-sanith-ihrticltdsti"
"Mazlum Mangtay Boru Sondajcılık İnş. Tar. Ürn. San. Tic. A.Ş.","Üretici/İhracatçı","Boru, sondaj, tarım/inşaat ürünleri","Türkiye merkezli boru ve sondaj ürünleri firması; Ask Türkiye alüminyum/paint/cereals kategorileri içinde ihracatçı kaydı","ali.kurt@mazlumboru.com.tr","","https://mazlumboru.com.tr","https://test.askturkiye.com/company/mazlum-mangtay-boru-sondajcilik-instarurnsanticas"
"Endra İç ve Dış Ticaret A.Ş.","Üretici/İhracatçı","Ferforje makineleri, makine ekipmanları, çelik","Türkiye/Denizli merkezli ferforje makine ve takım üreticisi; dünya çapında wrought iron endüstrisine üretim sistemleri ve ihracat","info@endra.com.tr","","http://endra.com.tr","https://askturkiye.com/company/endra-ic-ve-dis-ticaret-as"
"Bladeco Şarj A.Ş.","Üretici/İhracatçı","Elektrikli araç şarj istasyonları, güneş panelleri, enerji","Türkiye/Isparta merkezli fabrika ve teknoloji merkezi; fotovoltaik solar paneller ve EV şarj istasyonları üretimi, enerji altyapısı hedef pazarları","info@bladeco.com.tr","+90 542 668 32 00","https://www.bladeco.com.tr","https://askturkiye.com/company/bladeco-sarj-anonim-sirketi"
"Arınak Global Lojistik","Lojistik hizmet sağlayıcı","Uluslararası nakliye ve lojistik","Türkiye/Mersin ve İstanbul ofisli lojistik firması; Avrupa, Orta Doğu, Orta Asya, Azerbaycan ve Kazakistan hatlarında uluslararası taşımacılık","m.ali@arinak.com.tr; kerem@arinak.com.tr; info@arinak.com.tr","+90 324 232 05 50; +90 324 233 09 53; +90 530 383 71 71; +90 212 631 02 00; +90 551 172 76 50","https://www.arinak.com.tr/","https://www.arinak.com.tr/iletisim/; https://www.arinak.com.tr/; https://www.kamyonum.com.tr/haber/TASIMACILIKTA-ONCU-FIRMA-ARINAK-LOJISTIK/34998; https://ortaksite.com/firma/593/arinak-lojistik.html"
"Gets Global Lojistik Dış Tic. Ltd. Şti.","Lojistik/Dış ticaret","Uluslararası lojistik, demiryolu, karayolu, transit nakliye","Türkiye/İstanbul merkezli lojistik ve dış ticaret firması; Kazakistan, Özbekistan, Türkmenistan ve transit taşımacılık sayfaları","info@getslojistik.com","0212 599 95 15","https://getslojistik.com","https://getslojistik.com/iletisim; https://getslojistik.com/ulkeler/kazakistan-nakliye"
