firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Logimodal Lojistik Hizmetleri A.Ş.","Firma","Uluslararası lojistik ve tedarik zinciri","Kamuya açık şirket profili İstanbul merkezli Logimodalin Rusya Özbekistan Türkmenistan Azerbaycan Kazakistan Tacikistan ve diğer Avrasya hatlarında hizmet verdiğini belirtiyor","info@logimodal.com.tr","","https://logimodal.com.tr","https://logimodal.com.tr/"
"Demiral Uluslararası Nakliyat A.Ş.","Firma","Uluslararası karayolu taşımacılığı","Kamuya açık şirket profili Tuzla İstanbul merkezli Demiralın Rusya Ukrayna ve Kazakistan taşımaları yaptığını belirtiyor","info@demiralnakliyat.com.tr","+90 216 394 32 22","https://demiralnakliyat.com.tr","https://demiralnakliyat.com.tr/"
"Capital Uluslararası Taşımacılık ve Dış Ticaret","Firma","Uluslararası taşımacılık ve dış ticaret","Kamuya açık şirket profili Türkiye merkezli Capital Taşımacılığın Azerbaycan Kazakistan Kırgızistan Türkmenistan Özbekistan Ukrayna Belarus ve Rusya hatlarında hizmet verdiğini belirtiyor","info@capitaltasimacilik.com.tr","","https://capitaltasimacilik.com.tr","https://capitaltasimacilik.com.tr/"
"Baytur Global Lojistik A.Ş.","Firma","Parsiyel ve komple uluslararası taşımacılık","Kamuya açık şirket profili Ataşehir İstanbul merkezli Bayturun Orta Asya ve Rusya taşımacılığı yaptığını belirtiyor","info@bayturtransport.com; depo@bayturtransport.com","+90 216 573 08 00; +90 216 573 41 11","https://bayturtransport.com","https://bayturtransport.com/"
"Hazar Trans Logistics Türkiye","Firma","Deniz kara hava ve demiryolu lojistiği","Kamuya açık şirket profili Türkiye merkezli Hazar Transın Azerbaycan Türkmenistan Özbekistan Kırgızistan Kazakistan ve Rusya transit taşımalarını organize ettiğini belirtiyor","info@hazarlogistik.com","+90 507 610 00 00","https://linkedin.com/company/hazar-trans-logistics","https://linkedin.com/company/hazar-trans-logistics"
"Tolkun Logistics","Firma","Orta Koridor ve Orta Asya lojistiği","Kamuya açık şirket profili İstanbul merkezli Tolkun Logisticsin Türkiye Kafkasya ve Orta Asya arasında faaliyet gösterdiğini belirtiyor","info@tolkun.org","+90 216 348 73 46; +90 216 348 73 48","https://tolkun.org","https://tolkun.org/"
"MKaralar Global Lojistik Dış Ticaret Ltd. Şti.","Firma","Uluslararası karayolu taşımacılığı","Kamuya açık şirket profili Türkiye merkezli MKaralar Globalin Ukrayna Rusya ve Belarus başta olmak üzere bölge ülkelerine yükleme yaptığını belirtiyor","info@mkaralar.com.tr","+90 545 468 62 04","https://mkaralar.com.tr","https://mkaralar.com.tr/"
"Genelton International Trade JSC","Firma","Tarım emtiaları ve uluslararası ticaret","Kamuya açık şirket profili Türkiye merkezli Geneltonun Güney Rusya Kazakistan ve Ukraynadan tarım ürünleri tedarik ettiğini belirtiyor","info@genelton.com","+90 212 211 23 00","https://genelton.com","https://genelton.com/"
"Ref Logistics","Firma","Uluslararası lojistik ve depolama","Kamuya açık şirket profili İstanbul merkezli Ref Logisticsin Moskova Rusya ofisini belirtiyor","info@reflogistics.com","+90 212 698 60 71","https://reflojistik.com","https://reflojistik.com/"
"Kervan Logistics","Firma","Orta Asya lojistiği ve gümrükleme","Kamuya açık şirket profili Türkiye bağlantılı Kervan Logisticsin Türkmenistan ve Türkiye arasında faaliyet gösterdiğini belirtiyor","info@kervanlogistics.com","+993 65 531 257","https://kervanlogistics.com","https://kervanlogistics.com/"
"UMT International Transportation Corporation","Firma","Karayolu denizyolu havayolu ve proje lojistiği","Kamuya açık şirket profili Türkiye merkezli UMT Logisticsin Azerbaycan bağlantısını ve uluslararası taşımacılık hizmetlerini belirtiyor","info@umtlogistic.com; project@umtlogistic.com","+90 544 972 20 80","https://umtlogistic.com","https://umtlogistic.com/"
"Avant Group Logistics","Firma","Uluslararası lojistik ve dış ticaret","Kamuya açık şirket profili İstanbul merkezli Avant Groupun Avrupa Türkiye ve BDT ülkeleri arasında lojistik çözümler sunduğunu belirtiyor","pricing@avantgroup.com.tr","+90 545 574 16 50","https://avantgroup.com.tr","https://avantgroup.com.tr/"
"Can Transport","Firma","Türkiye-Rusya karayolu taşımacılığı ve gümrükleme","Resmi şirket sitesi Türkiye ve Moskova ofisleriyle Türkiye-Rusya arasında taşımacılık ve gümrükleme yaptığını belirtiyor","info@cantransport.com.tr","+90 212 438 47 66; +7 925 266 85 75","https://cantransport.com.tr","https://cantransport.com.tr/en_index.php"
"REAL Transport Uluslararası Taşımacılık","Firma","Uluslararası karayolu taşımacılığı ve gümrükleme","Resmi şirket sitesi Türkiye-Avrupa-Rusya hattında uluslararası taşımacılık sunduğunu belirtiyor","info@realtransport.com.tr","+90 212 470 30 73","https://realtransport.com.tr","https://realtransport.com.tr/"
"ALMARK Group Logistics","Firma","Karayolu multimodal ve depolama lojistiği","Resmi şirket sitesi Ukrayna Belarus ve Rusya için özel lojistik hatları sunduğunu belirtiyor","info@almark.com.tr","+90 850 888 97 99","https://almark.com.tr","https://almark.com.tr/"
"iDi Logistics","Firma","Uluslararası karayolu taşımacılığı","Resmi şirket sitesi Türkiye merkezli iDi Logisticsin Rusya ve Orta Asya taşımacılığı sunduğunu belirtiyor","info@idi.com.tr","+90 464 715 75 74","https://www.idi.com.tr","https://www.idi.com.tr/?lang=en"
"Hazal Lojistik","Firma","Karayolu ve ağır yük taşımacılığı","Resmi şirket sitesi Azerbaycan Türkmenistan Özbekistan Kazakistan ve Rusya varış noktalarını listeliyor","info@hazallojistik.com.tr","+90 216 592 84 84","https://en.hazallojistik.com.tr","https://en.hazallojistik.com.tr/"
