firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Bileşim Kimya A.Ş.","Firma","Kozmetik / temizlik ve kişisel bakım ürünleri","Ask Türkiye kaydı; kişisel bakım, kozmetik ve temizlik ürünleri üreticisi; uluslararası pazar ve hedef ülkelere ihracat potansiyeli","nazrin.ibrahimova@bilesimkimya.com","+90 507 788 65 51","http://www.bilesimkimya.com","https://askturkiye.com/company/bilesim-kimya-anonim-sirketi?id=19724"
"Akpa Alüminyum San. ve Tic. A.Ş.","Firma","Alüminyum ekstrüzyon / kompozit panel / metal ürünleri","Ask Türkiye kaydı; alüminyum ekstrüzyon ve kompozit panel üreticisi; hedef pazarlara yapı ve metal ürünleri ihracatı potansiyeli","ensar@akpaas.com.tr","+90 212 444 24 99; +90 538 040 73 83","http://www.akpaas.com.tr","https://askturkiye.com/company/akpa-aluminyum-san-ve-tic-as?id=19211"
"Aegean Dynamics Corp.","Firma","Elektrik-elektronik / motor ve alternatör teknolojileri","Ask Türkiye kaydı; savunma, medikal, elektrikli araç, robotik ve endüstriyel hareket sistemleri için teknoloji çözümleri; hedef pazarlara yüksek teknoloji ihracatı potansiyeli","info@aegeandynamics.com","+90 232 503 14 05","http://aegeandynamics.com","https://askturkiye.com/company/aegean-dynamics-corp"
"Maye Motorlu Araçlar Oto. Ürün ve İlaçl. San. Tic. Ltd. Şti.","Firma","Otomotiv / oto ürünleri ve dış ticaret","Ask Türkiye kaydı; otomotiv, elektrik-elektronik ve casting sektörlerinde üretim/ticaret; hedef pazarlara otomotiv yan sanayi ihracatı potansiyeli","import-export@mayeotomotiv.com","+90 850 888 62 93","http://www.mayeotomotiv.com.tr","https://askturkiye.com/company/maye-motorlu-araclar-oto-urun-ve-ilacl-san-tic-ltd-sti"
"Ardan Boru Ltd. Şti.","Firma","Sulama sistemleri / boru ve tarım ekipmanları","Ask Türkiye kaydı; 1985'ten beri tarımsal sulama sistemleri çözümleri; hedef pazarlara tarım altyapısı ve sulama ekipmanı ihracatı potansiyeli","export@ardan.com.tr","+90 236 588 45 00","http://ardan.com.tr","https://test.askturkiye.com/company/ardan-boru-limited-sirketi"
"Tanpak Ambalaj San. ve Tic. Ltd. Şti.","Firma","Ambalaj / çemberleme ürünleri","Ask Türkiye kaydı; polyester cord composite, hot-melt textile, PET ve PP çember üreticisi/ihracatçısı; hedef pazarlara ambalaj ihracatı potansiyeli","info@tanpak.com.tr","","https://tanpak.com.tr","https://askturkiye.com/company/tanpak-ambalaj-san-ve-tic-ltd-sti?id=19378"
"Turan Plastik Ambalaj İç ve Dış Tic. Ltd. Şti.","Firma","Plastik ambalaj / gıda ambalajı","Ask Türkiye kaydı; 1988'den beri plastik ambalaj üreticisi, BRC sertifikalı tesis, 40'a yakın ülkede satış; hedef pazarlara ambalaj ihracatı potansiyeli","info@turanplastik.com","+90 549 345 01 22","https://turanplastik.com/","https://askturkiye.com/company/turan-plastik-ambalaj-ic-ve-dis-ticltdsti"
"Anadolu Kesici Takımlar ve Sistemleri San. ve Tic. Ltd. Şti.","Firma","Kesici takımlar / otomotiv, savunma ve gıda sanayi ekipmanları","Ask Türkiye kaydı; otomotiv, savunma, havacılık, gıda ve ağır sanayi için kesici takım çözümleri; hedef pazarlara sanayi ekipmanı ihracatı potansiyeli","info@anadolukesici.com","","","https://www.askturkiye.com/company/anadolu-kesici-takimlar-ve-sist-san-ve-tic-ltd-sti"
"Otomatec Otomotiv Ltd. Şti.","Firma","Otomotiv / yedek parça ve oto ürünleri","Ask Türkiye kaydı; otomotiv ve sanayi ürünleri alanında Türk firma; hedef pazarlara otomotiv ürünleri ihracatı potansiyeli","info@otomatec.com.tr","","","https://askturkiye.com/company/otomatec-otomotiv-ltd-sti"
"Tekin Innovation Foreign Trade Co.","Firma","Dış ticaret / çok sektörlü ihracat","Ask Türkiye kaydı; mobilya, tekstil, ev gereçleri, otomotiv, plastik, seramik, kimya ve diğer sektörlerde dış ticaret; hedef pazarlara çok sektörlü ihracat potansiyeli","info@tekininnovation.com","","","https://test.askturkiye.com/company/tekin-innovation-foreign-trade-co?id=18394"
