firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"HEKTAŞ Ticaret Türk A.Ş.","Firma","Tarım ilaçları bitki besleme ve tohum","Resmi HEKTAŞ kaynakları Özbekistan Taşkentte kurulan HEKTAŞ Asia LLCyi ve Özbekistanda üretim tesisi yatırımını doğruluyor","info@hektas.com.tr","+90 262 751 14 12","https://hektas.com.tr","https://hektas.com.tr/haberler-ve-duyurular/uzoman-hektas-ozbekistan-a-ortak-oluyor"
"World Medicine İlaç San. ve Tic. A.Ş.","Firma","İlaç ve sağlık ürünleri","Resmi World Medicine kaynakları Özbekistanda 30 milyon USD üretim tesisi yatırımını ve bölge pazarına yönelik varlığını doğruluyor","info@worldmedicine.com.tr","+90 212 474 70 50","https://www.worldmedicine.com.tr","https://www.worldmedicine.com.tr/en/world-medicine-decides-to-invest-in-uzbekistan"
"Otokar Otomotiv ve Savunma Sanayi A.Ş.","Firma","Ticari araçlar ve savunma sanayii","Resmi Otokar kaynakları Kazakistanda Astana merkezli Otokar Central Asia şirketinin kurulduğunu ve Orta Asya satış faaliyetlerini doğruluyor","arf@otokar.com.tr; kyl@otokar.com.tr","+90 216 489 29 50","https://www.otokar.com.tr","https://www.otokar.com.tr/news/daily-news/kazakhstan-prime-minister-askar-mamin-presented-the-registration-certificate-of-otokar-central-asia-"
"Anadolu Isuzu Otomotiv Sanayi ve Ticaret A.Ş.","Firma","Ticari araç üretimi ve satış sonrası hizmet","Resmi Anadolu Isuzu kaynakları Özbekistan bağlantılı uluslararası çalışan yapısını ve Azerbaycan Belarus Kazakistan Kırgızistan Ukrayna dahil satış ve servis ağı ülkelerini listeliyor","isuzu@isuzu.com.tr","+90 850 200 19 00; 444 4 479","https://www.isuzu.com.tr","https://www.isuzu.com.tr/en/sale/sale-points"
"ELKON Beton Makinaları Sanayi ve Ticaret A.Ş.","Firma","Beton santralleri ve endüstriyel makine","Resmi ELKON kaynakları Rusyada 1.400den fazla beton santrali kurulduğunu ve Kazakistanda 200den fazla tesis ile yerel ofis bulunduğunu belirtiyor","info@elkon.net","+90 212 288 96 33","https://www.elkon.net","https://www.elkon.net/company/milestones-in-50-years-history/"
"Durmazlar Makina A.Ş.","Firma","Sac işleme makineleri","Kamuya açık şirket profili Türkiye merkezli Durmazların Rusya ve Ukrayna bağlantılı çalışan yapısını; resmi şirket sitesi genel iletişim e-postasını listeliyor","durma@durmazlar.com.tr","+90 224 219 18 00; +90 532 204 48 70","https://www.durmazlar.com.tr","https://www.durmazlar.com.tr/en/contact"
"Ayvaz","Firma","Endüstriyel tesisat ve akış kontrol ekipmanları","Resmi Ayvaz kaynakları Ukrayna Kiev ofisini ve Kazakistan Almatı LLP ofisini; ayrıca Azerbaycan Bakü ofisini listeliyor","info@ayvaz.com; sales@ayvaz.com; info@ayvaz.com.ua; info_kz@ayvaz.com","+90 212 771 01 45; +380 44 390 57 57; +7 727 327 97 57","https://www.ayvaz.com","https://www.ayvaz.com/wp-content/uploads/2023/11/Ayvaz_MG-33_Level_Gauge.pdf"
"BMC Otomotiv San. ve Tic. A.Ş.","Firma","Otobüs kamyon ve savunma araçları","Resmi BMC kaynakları Azerbaycana 320 otobüs ihracatını ve Azerbaycan pazarındaki ticari araç satışlarını doğruluyor","info@bmc.com.tr","444 9 262; +90 216 438 04 30","https://www.bmc.com.tr","https://www.bmc.com.tr/en/news-all/320-new-buses-to-be-exported-to-azerbaijan"
"Turalı Group","Holding","Hidrolik pnömatik metal savunma ve ağır sanayi","Kamuya açık şirket profili Ankara merkezli Turalı Groupun Rusya bağlantılı çalışan yapısını; resmi site Azerbaycan ofisi ve 70 ülkeye ihracat yapan uluslararası yapıyı listeliyor","info@turaligroup.com","+90 312 385 15 75","https://turaligroup.com","http://turaligroup.com/en/hakk%C4%B1m%C4%B1zda"
"MMK Metalurji Sanayi Ticaret ve Liman İşletmeciliği A.Ş.","Firma","Çelik üretimi ve liman işletmeciliği","Kamuya açık şirket profili Türkiye merkezli MMK Metalurjinin Rusya bağlantılı çalışan yapısını ve resmi Türkiye şirket e-postasını listeliyor","mmkinfo@mmkturkey.com.tr","+90 326 770 10 00","https://mmkturkey.com.tr","https://mmkturkey.com.tr/"
"Polifarma İlaç Sanayi ve Ticaret A.Ş.","Firma","İlaç ve serum üretimi","Resmi Polifarma kaynakları Azerbaycan pazarında lider tedarikçi olduğunu ve 50den fazla ülkeye ihracat yaptığını belirtiyor","info@polifarma.com.tr","+90 212 481 00 13; +90 212 481 00 17","https://www.polifarma.com.tr","https://www.polifarma.com.tr/en/business-partners/international-markets"
