firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"FSC Lojistik ve Dış Ticaret Ltd. Şti.","Firma","Rusya karayolu hava deniz ve ekspres lojistik","Resmi şirket sitesi Rusya parsiyel ve komple nakliye hizmetlerini belirtiyor","cargo@fsc.com.tr","+90 212 465 15 41","https://fsc.com.tr","https://fsc.com.tr/contact; https://fsc.com.tr/services"
"Mezova Dış Ticaret Lojistik","Firma","Uluslararası lojistik ve dış ticaret","Resmi şirket sitesi Türkiye merkezli firmanın Rusya Kazakistan Özbekistan Türkmenistan Kırgızistan Tacikistan Azerbaycan ve diğer bölge hatlarında hizmet verdiğini belirtiyor","ahmet@mezova.com.tr","+90 543 414 13 11","https://mezova.com.tr","https://mezova.com.tr/rusya"
"Sert Group / Sert Dış Ticaret A.Ş.","Firma","İnşaat enerji ve dış ticaret","Resmi şirket sitesi İstanbul merkezli grubun Türkmenistan inşaat faaliyetleri ve projeleri yönünü belirtiyor","info@sertgroup.com.tr","+90 212 290 20 35","https://www.sertgroup.com.tr","https://www.sertgroup.com.tr/construction.html"
"İşbüken Yapı İnşaat","Firma","İnşaat ve endüstriyel tesisler","Resmi şirket sayfası Türkiye merkezli şirketin Türkmenistan genelinde sekiz hububat depolama ve işleme tesisi projesi yaptığını belirtiyor","info@isbuken.com.tr","+90 224 504 99 11","https://isbuken.com.tr","https://isbuken.com.tr/kurucu.php; https://isbuken.com.tr/en/index.php"
"Görkem İnşaat Ltd.","Firma","İnşaat ve su yapıları","Resmi şirket sitesi Ankara merkezli firmanın Aşkabat Alışveriş Merkezi projesini belirtiyor","info@gorkemltd.com","+90 312 491 81 81","https://gorkeminsaat.com.tr","https://gorkeminsaat.com.tr/"
"ONUR Group / Onur Taahhüt Taşımacılık İnşaat","Firma","İnşaat taşımacılık enerji ve altyapı","Resmi şirket sitesi Türkiye merkez ofisi ile Ukrayna ülke operasyonunu ve Ukrayna projelerini belirtiyor","communication@onurgroup.com","+90 312 491 96 96","https://www.onurgroup.com","https://www.onurgroup.com/en/contact/; https://www.onurgroup.com/en/sosyal-sorumluluk/support-to-ukraine; https://www.onurgroup.com/en/media-center/media-center/"
"YILDIRIM Group","Firma","Madencilik kimya liman ve uluslararası ticaret","Resmi şirket kaynakları Türkiye merkezli grubun Kazakistanda soda külü projesini ve Rusya ile Kazakistanda krom üretim tesislerini belirtiyor","info@yildirimgroup.com","+90 212 290 30 80","https://www.yildirimgroup.com","https://www.yildirimgroup.com/qazaq-soda-completed-its-first-drilled-well-in-kazakhstan; https://www.yildirimgroup.com/yildirim-group-acquires-albania-s-largest-chrome-company-albchrome-0; https://www.yildirimgroup.com/join-our-team"
"Çalık Holding / Çalık Enerji","Holding","Enerji tekstil madencilik ve inşaat","Resmi şirket kaynakları Türkmenistan ve Özbekistanda grup şirketleri ve enerji projeleri bulunduğunu belirtiyor","info@calik.com","+90 212 306 50 00","https://calik.com","https://calik.com/en/sectors/energy-sector/calik-enerji; https://calik.com/en/news/three-more-new-projects-from-calik-enerji-to-turkmenistan; https://calik.com/calik/cdn/uploads/000001491_2020-calik-holding-sustainability-report.pdf"
"Uni Trans Logistics","Firma","Karayolu lojistiği ve gümrükleme","Resmi şirket sitesi Ukrayna Rusya ve Kazakistan için parsiyel komple taşıma ve gümrükleme hizmetleri verdiğini belirtiyor","nazim@uni-trans.com.tr","+90 532 333 53 44","https://www.uni-trans.com.tr","https://www.uni-trans.com.tr/; https://www.uni-trans.com.tr/ukrayna/; https://www.uni-trans.com.tr/rusya/; https://www.uni-trans.com.tr/gumrukleme-hizmetleri/gumrukleme-2/"
"TEMSAN Construction and Machinery Industry Inc.","Firma","Çelik yapılar makine ve endüstriyel tesisler","Resmi şirket kaynakları Türkmenistan ülke sayfasında 29 proje ve Türkmenistan boru üretim fabrikası projesini belirtiyor","temsan@temsan.com.tr","+90 312 397 23 90","https://www.temsan.com.tr","https://www.temsan.com.tr/ulke/TM; https://www.temsan.com.tr/endustriyel-yapilar-depolar/turkmenistan-boru-uretim-fabrikasi-2005; https://www.temsan.com.tr/iletisim"
"Tekfen Holding / Tekfen İnşaat","Holding","Mühendislik enerji ve inşaat","Resmi şirket kaynakları Azerbaycanda Cenub Tikinti Services ofisini ve SOCAR Tower projesini; ayrıca Rusyada Rusfen ile doğalgaz boru hattı faaliyetini belirtiyor","investor@tekfen.com.tr","+90 212 359 33 33; +994 12 447 41 30","https://www.tekfen.com.tr","https://www.tekfen.com.tr/en/contact; https://www.tekfen.com.tr/en/azerbaycan-14-1; https://www.tekfen.com.tr/en/tekfen-14-1"
"Tolay Mühendislik ve İnşaat","Firma","Çelik konstrüksiyon ve mühendislik","Resmi proje sayfaları Türkmenistan Türkmenbaşı UFRA dolum tesisi kültür merkezi aquapark ve otel projelerini belirtiyor","info@tolay.com.tr","+90 212 351 12 40","https://www.tolay.com.tr","https://www.tolay.com.tr/en/references/international/ufra-filling-plant-turkmenistan; https://www.tolay.com.tr/en/references/international/turkmenistan-cultural-center; https://www.tolay.com.tr/en/references/international/turkmenistan-aquapark-project-146; https://www.tolay.com.tr/en"
