firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"CFN Kimya Sanayi ve Dış Ticaret A.Ş.","Üretici/İhracatçı","EPS ürünleri, plastik ve kimya","Türkiye/Kocaeli GEBKİM merkezli EPS reçine üreticisi; iç ve dış pazarlara uluslararası standartlarda ürün sunumu","info@cfnkimya.com","+90 530 212 39 39","http://cfnkimya.com","https://askturkiye.com/company/cfn-kimya-sanayi-ve-dis-ticaret-anonim-sirketi"
"Aegean Dynamics Corp.","Üretici/İhracatçı","Elektrik-elektronik, motor ve alternatör teknolojileri","Türkiye/İzmir merkezli elektromekanik tasarım ve üretim şirketi; savunma, medikal, elektrikli araç ve robotik uygulamalar için uluslararası B2B potansiyel","info@aegeandynamics.com","+90 232 503 14 05","http://aegeandynamics.com","https://askturkiye.com/company/aegean-dynamics-corp"
"Kronos Metal Ticaret ve Sanayi A.Ş.","Tedarikçi/İhracatçı","Makine aksesuarları, boya tabancaları, kumlama sarf malzemeleri","Türkiye merkezli makine ve endüstriyel sarf tedarikçisi; Ask Türkiye ihracatçı kaydı ve metal/endüstriyel ürün portföyü","info@kronosmetal.com.tr","+90 533 417 96 49","https://www.kronosmetal.com.tr","https://askturkiye.com/company/kronos-metal-ticaret-ve-sanayi-as"
"Darhan Yapı ve Endüstri Sanayi Ticaret A.Ş.","Üretici/İhracatçı","Modüler destek sistemleri, MEP, inşaat malzemeleri","Türkiye merkezli mühendislik ve imalat şirketi; mekanik, elektrik, tesisat ve sismik destek sistemleri için uluslararası proje tedariki","ahmetcaglar@darhan.com.tr","","http://www.darhan.com.tr","https://askturkiye.com/company/darhan-yapi-ve-endustri-sanayi-ticaret-anonim-sirketi?id=21120"
"Proton Gıda Dış Ticaret Ltd. Şti.","Dış ticaret/İhracatçı","Gıda ve içecek, protein bar ve atıştırmalık","Türkiye merkezli Trio Move markasının resmi ihracat şirketi; premium gıda ve içecek ürünlerini global pazarlara tedarik ediyor","saban.yildizoglu@proton.me","+90 530 548 40 11","http://www.triomove.com.tr","https://www.askturkiye.com/company/proton-gida-dis-ticaret-limited-sirketi"
"Bileşim Kimya A.Ş.","Üretici/İhracatçı","Kozmetik, kişisel bakım, ev bakım, kimya","Türkiye merkezli kişisel bakım, kozmetik ve temizlik ürünleri üreticisi; dünya pazarındaki konumunu büyütme beyanı","nazrin.ibrahimova@bilesimkimya.com","+90 507 788 65 51","http://www.bilesimkimya.com","https://askturkiye.com/company/bilesim-kimya-anonim-sirketi?id=19724"
"Turan Plastik Ambalaj İç ve Dış Tic. Ltd. Şti.","Üretici/İhracatçı","Plastik ambalaj, IML gıda ambalajı","Türkiye merkezli plastik ambalaj üreticisi; 40'a yakın ülkede satılan Turan Plastic markası ve BRC belgeli üretim","info@turanplastik.com","+90 549 345 01 22","https://turanplastik.com/","https://askturkiye.com/company/turan-plastik-ambalaj-ic-ve-dis-ticltdsti"
"Armada Gıda Tic. San. A.Ş.","Üretici/İhracatçı","Bakliyat, hububat, yağlı tohumlar, gıda","Türkiye merkezli tarımsal ürün işleme, ithalat, ihracat ve transit faaliyetleri yürüten firma","armada@armadafoods.com","","http://armadafoods.com","https://askturkiye.com/company/armada-gida-ticsanas"
"Akpa Alüminyum San. ve Tic. A.Ş.","Üretici/İhracatçı","Alüminyum ekstrüzyon, kompozit panel, aksesuar","Türkiye merkezli büyük ölçekli alüminyum üreticisi; 8 pres hattı, kompozit panel hattı ve ihracatçı kaydı","ensar@akpaas.com.tr","+90 212 444 24 99; +90 538 040 73 83","http://www.akpaas.com.tr","https://askturkiye.com/company/akpa-aluminyum-san-ve-tic-as?id=19209"
"Davutoğlu Metal Makina İmalat İnşaat Nakliye San. ve Tic. Ltd. Şti.","Üretici/İhracatçı","Çelik servis merkezi, sac, profil, inşaat demiri","Türkiye merkezli çelik servis merkezi; yerel ve uluslararası müşterilere çelik ürünleri ve lojistik çözümleri","export@davutoglumetal.com","+90 262 626 43 42; +90 534 088 87 58","http://www.davutoglumetal.com","https://www.askturkiye.com/company/davutoglu-metal-makina-imalat-insaat-nakliye-san-ve-tic-ltd-sti"
