firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"İLK Construction","Firma","İnşaat ve EPC taahhüt","Resmi şirket kaynakları İstanbul merkezini ve Türkmenistan ofisini; Azerbaycan ve Kazakistan dahil Orta Asya faaliyetlerini belirtiyor; şirket profili Rusya Yekaterinburg ofisini de listeliyor","info@ilkconstruction.com","+90 216 455 55 44","https://www.ilkconstruction.com","https://www.ilkconstruction.com/contact; https://www.ilkconstruction.com/about/overview; https://www.ilkconstruction.com/about"
"Koç Construction A.Ş.","Firma","İnşaat ve proje geliştirme","Resmi iletişim sayfası İstanbul merkezinin yanında Özbekistan Taşkent ofisini belirtiyor","info@kocconstruction.com","+90 444 83 61; +998 71 255 6 777","https://kocconstruction.com","https://kocconstruction.com/en/contact; https://kocconstruction.com/en/projeler/tashkent-city-lot-3"
"MET Engineering","Firma","Mekanik ve elektrik mühendisliği taahhüt","Resmi şirket kaynakları Rusya Federasyonu Sibirya projelerini ve Özbekistan Taşkent projelerini belirtiyor","met@met-eng.com","+90 216 540 54 54","https://met-eng.com","https://met-eng.com/en/about_us; https://met-eng.com/en/projects; https://met-eng.com/en/contact_us"
"Cengiz Holding","Firma","Enerji madencilik ve inşaat","Resmi şirket kaynakları Özbekistan Taşkent ve Sirdaryo enerji santrallerini, ayrıca Azerbaycan ve Kazakistan inşaat projelerini belirtiyor","basin@cengiz.com.tr","+90 216 554 53 00","https://www.cengizholding.com.tr","https://cengizholding.com.tr//en/areas-of-activity/energy; http://cengizholding.com.tr/en/areas-of-activity/construction; https://www.cengizholding.com.tr/en/media-center/press-releases"
"ERG İnşaat Ticaret ve Sanayi A.Ş.","Firma","Altyapı ve inşaat","Şirket profili Özbekistanda faaliyet gösteren Türk merkezli ERG İnşaatı listeliyor","erg@erg-insaat.com.tr","+90 312 441 50 00","https://erg-insaat.com.tr","https://erg-insaat.com.tr/en/; https://erg-insaat.com.tr/iletisim"
"Akkuyu Nükleer A.Ş.","Firma","Nükleer enerji ve enerji altyapısı","Resmi iletişim sayfası Moskova temsilcilik ofisini; proje sayfası Rusya ve Türkiye ortaklığını belirtiyor","info@akkuyu.com","+7 495 258 99 00; +90 312 442 60 00","https://akkuyu.com","https://akkuyu.com/en/company/info; https://akkuyu.com/en/about/info"
"Türkel Fuarcılık","Firma","Fuar organizasyonu ve uluslararası ticaret hizmetleri","Resmi iletişim sayfası Moskova ofisi ile Almatı ofisini ve bölgesel fuar faaliyetlerini belirtiyor","info@turkel.com.tr; manager@turkelmoscow.ru; katerina@turkel.com.tr","+90 212 284 23 00; +7 495 787 88 24","https://turkel.com.tr","https://turkel.com.tr/tr/iletisim; https://turkel.com.tr/tr; https://turkel.com.tr/tr/ekibimiz"
"Yüksel Proje","Firma","Mühendislik müşavirlik ve proje yönetimi","Resmi iletişim sayfası Özbekistan Taşkent, Kazakistan Almatı, Azerbaycan Bakü ve Ukrayna Dnipro ofislerini belirtiyor","yproje@yukselproje.com.tr; mersen@yukselproje.com.tr","+998 93 879 18 87; +994 50 580 85 05","https://www.yukselproje.com.tr","https://www.yukselproje.com.tr/tr/iletisim; https://www.yukselproje.com.tr/en/contact"
"March Logistics Türkiye","Firma","Uluslararası lojistik ve taşımacılık","Resmi şirket sitesi İstanbul merkezinin yanında Özbekistan Taşkent ofisi ve deposunu belirtiyor","info@marchlogistics.com.tr","+90 212 954 01 10; +998 90 827 22 02","https://www.marchlogistics.com.tr","https://www.marchlogistics.com.tr/en/contact/; https://www.marchlogistics.com.tr/en/uzbekistan-logistics-services/"
"Yamata Yatırım İnşaat Turizm ve Ticaret A.Ş.","Firma","Endüstriyel inşaat ve EPC","Resmi şirket sitesi Rusyada Amur ve Tobolsk projelerini belirtiyor","info@yamata.com.tr","+90 216 538 03 00","http://yamata.com.tr","http://yamata.com.tr/"
