firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Özkardeşler Makina San. Ltd. Şti. / Ozka System","Üretici/İhracatçı","Su ürünleri ve balıkçılık makineleri, pnömatik/vakum sistemleri","Türkiye/İstanbul merkezli makine üreticisi; su ürünleri ve wild-catch operasyonları için balık transferi, hasat, besleme ve proses kontrol ekipmanları","furkansofu@ozkasystem.com","+90 536 498 69 42","https://www.ozkasystem.com/","https://www.askturkiye.com/company/ozkardesler-makina-sanltdsti"
"Akrida Tekstil Sanayi İç ve Dış Ticaret Ltd. Şti.","Üretici/İhracatçı","İş elbisesi kumaşları, teknik tekstil","Türkiye merkezli teknik tekstil ve iş elbisesi kumaşı tedarikçisi; Avrupa, Rusya ve Ortadoğu pazarlarında satış kanalları beyanı","export@akridatekstil.com","+90 530 523 31 08","https://www.akridatekstil.com","https://www.askturkiye.com/company/akrida-tekstil-sanayi-ic-ve-dis-ticaret-ltd-sti"
"Zorluteks Tekstil Ticaret ve Sanayi A.Ş.","Üretici/İhracatçı","Ev tekstili, perde, nevresim","Türkiye ve Avrupa'nın önde gelen ev tekstili üreticilerinden; Ask Türkiye ihracatçı kaydı","nuray.karabiyik@zorlu.com","+90 288 427 30 00","https://www.zorlutekstil.com","https://askturkiye.com/company/zorluteks-tekstil-ticve-san-as"
"AFC Giyim San. ve Tic. Ltd. Şti. / Famoso","Üretici/İhracatçı","Deri dış giyim, konfeksiyon","Türkiye/İstanbul merkezli aile şirketi; erkek, kadın ve çocuk için çift taraflı deri dış giyim üretimi","info@famosoleather.com","","https://www.famosoleather.com","https://www.askturkiye.com/company/afc-giyim-sanve-ticltdsti?id=18818; https://www.famosoleather.com"
"Akınal Ayakkabıcılık San. ve Tic. A.Ş.","Üretici/İhracatçı","Ayakkabı, terlik, deri ürünleri","TİM Azerbaijan Baku 2026 katılımcısı; dünya pazarlarında tanınan Türk ayakkabı/terlik üreticisi; önceki KEP/şikayet e-postasına iş amaçlı satış e-postası düzeltmesi","sales@akinal.com.tr","+90 549 800 13 11","https://www.akinal.com.tr/","https://www.askturkiye.com/company/akinal-ayakkabicilik-sanve-tic-as; https://delegations.tim.org.tr/event/azerbaijan-baku-2026/company/akinalbella-4"
"Maxi Logistics Services","Lojistik hizmet sağlayıcı","Uluslararası kara, hava, deniz, demiryolu ve intermodal taşımacılık","Türkiye/İstanbul merkezli lojistik şirketi; Avrupa/Balkan hatları ve kaynaklarda Ukrayna bağlantılı taşımacılık görünür","info@maxitransport.net; info@maxitransport.eu","+90 216 335 55 97; +90 541 613 97 40","https://maxitransport.net/","https://maxitransport.net/our-services/; http://maxitransport.eu/en; https://www.instagram.com/reel/CZju4x1qnaA/"
"Sterk Trans / Sterk Lojistik","Lojistik hizmet sağlayıcı","Uluslararası parsiyel ve komple taşımacılık","Türkiye merkezli uluslararası taşımacılık; sosyal kaynaklarda Gürcistan, Azerbaycan ve Avrupa parsiyel/komple hatları","info@sterklojistik.com","+90 542 469 97 64","https://sterktrans.com/","https://sterktrans.online/; https://sterktrans.com/; https://www.linkedin.com/company/sterk-trans/?viewAsMember=true"
"Boreas Global Lojistik Ticaret Ltd. Şti.","Lojistik hizmet sağlayıcı","Uluslararası karayolu, havayolu, denizyolu, proje ve ağır nakliye","Türkiye/İstanbul merkezli lojistik firması; Rusya, Kazakistan, Azerbaycan, Gürcistan, Ukrayna, Türkmenistan ve Kırgızistan hatları kaynaklarda görünür","info@boreaslojistik.com; info@boreasgloballojistik.com","+90 216 469 00 61; +90 544 319 19 61","https://www.boreasgloballojistik.com/","https://www.boreasgloballojistik.com/; https://ru.linkedin.com/company/boreas-global-loji%CC%87sti%CC%87k-ti%CC%87c-ltd-%C5%9Fti%CC%87"
"MFA Lojistik","Lojistik hizmet sağlayıcı","Uluslararası taşımacılık ve lojistik","Türkiye merkezli lojistik şirketi; Rusya/BDT ve bölgesel taşımacılık çalışmaları kapsamında önceki kaynak-visible e-posta doğrulaması","info@mfalojistik.com","","https://www.mfalojistik.com","https://www.mfalojistik.com"
"Alışan Lojistik A.Ş.","Lojistik hizmet sağlayıcı","Uluslararası lojistik, kimya lojistiği, depolama","Türkiye merkezli lojistik şirketi; uluslararası taşımacılık ve Avrupa/komşu pazar lojistik ağı","info@alisanlogistics.com","+90 216 469 15 15; +90 216 469 15 10","https://www.alisanlogistics.com/","https://www.alisanlogistics.com/tr/index.html"
