firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Makro Export Dış Ticaret Danışmanlık Ltd. Şti.","Dış ticaret/İhracat destek","Ürün bulma, fabrika denetimi, yükleme gözetimi, ihracat danışmanlığı","Türkiye'den ürün almak isteyen yabancı şirketlere tedarik ve ihracat danışmanlığı; hedef pazarlara tedarik köprüsü","info@makroexport.com; sales@makroexport.com","+90 535 413 90 13","http://makroexport.com","https://www.askturkiye.com/company/makro-export-dis-ticaret-danismanlik-limited-sirketi"
"Duman Danışmanlık ve Tan. Ürün. İth. İhr. San. Tic. Ltd. Şti.","Dış ticaret/İhracat destek","Uluslararası ticaret, sourcing, ithalat-ihracat danışmanlığı","Türkiye merkezli uluslararası ticaret ve kaynak bulma danışmanı; ihracat/ithalat pazar planı ve şirketlerin dış ticaret genişlemesine destek","hduman@me.com","+90 212 803 05 04","http://dumandanismanlik.com","https://askturkiye.com/company/duman-danismanlik-ve-tan-urun-ith-ihr-san-tic-ltd-sti"
"Jefe Gıda İç ve Dış Tic. San. Ltd. Şti.","Üretici/İhracatçı","Meyve-sebze ürünleri, gıda","Türkiye/İzmir merkezli gıda ihracatçısı; Ask Türkiye Turkish Fruit and Vegetable Products kaydı","export@jefefood.com","+90 232 386 49 49; +90 549 449 40 69","http://jefefood.com","https://askturkiye.com/company/jefe-gida-ic-ve-dis-tic-san-ltd-sti"
"BONERO / Abdullah Kar / Aprichem Gıda","Üretici/İhracatçı","FMCG, gıda ve tüketim ürünleri","TİM Cameroon Douala 2025 delegasyon katılımcısı; İstanbul merkezli, yüksek kaliteli ürünleri dünya geneline ihraç etme beyanı","info@bonero.com.tr","","https://www.bonero.com.tr/","https://delegations.tim.org.tr/event/cameroon-douala-2025/company/abdullah-kar-2; https://www.bonero.com.tr/"
"CELKA Steel Security Doors","Üretici/İhracatçı","Çelik güvenlik kapıları","TİM Ivory Coast Abidjan 2025 delegasyon katılımcısı; Kayseri/Türkiye merkezli, Türkiye'nin eski ve büyük çelik kapı üreticilerinden","info@celkadoor.com","","https://www.celkadoor.com/","https://delegations.tim.org.tr/event/ivory-coast-abidjan-2025/company/celka-steel-security-doors; https://www.celkadoor.com/"
"ORGAZ","Üretici/İhracatçı","LPG ekipmanları, gaz regülatörü, ocak, brülör, vana","TİM Mozambique Maputo 2025 delegasyon katılımcısı; İstanbul merkezli LPG ekipman üreticisi, ihracat potansiyeli","info@orgaz.com.tr","","https://www.orgaz.com.tr/","https://delegations.tim.org.tr/event/mozambique-maputo-2025/company/orgaz-14; https://www.orgaz.com.tr/"
"İlmor Kimya","Üretici/İhracatçı","Kimyasal hammaddeler, deterjan/tekstil/kozmetik/gıda/su kimyasalları","TİM Tanzania Dar es Salaam 2024 delegasyon katılımcısı; deterjan, tekstil, kozmetik, gıda ve su sektörleri için kimyasal hammadde üretim/dağıtımı","info@ilmor.com.tr","","https://www.ilmor.com.tr/","https://delegations.tim.org.tr/event/tanzania-dar-es-salaam-2024/company/ilmor-kimya; https://www.ilmor.com.tr/"
"Erbosan Steel Pipe","Üretici/İhracatçı","Çelik boru, galvanizli boru, profil","TİM Australia 2025 delegasyon katılımcısı; Türkiye'nin önde gelen kaynaklı siyah/galvanizli çelik boru ve profil üretici-ihracatçılarından","export@erbosan.com.tr","","https://www.erbosan.com.tr/","https://delegations.tim.org.tr/event/australia-sydney-melbourne-2025/company/erbosan-steel-pipe-2; https://www.erbosan.com.tr/"
"Özbeyoğlu Kuruyemiş","Üretici/İhracatçı","Kuruyemiş ve atıştırmalık","TİM Japan Tokyo 2025 delegasyon katılımcısı; Samsun/Türkiye'de 1955'ten beri kuruyemiş ve atıştırmalık üretimi","info@ozbeyoglu.com.tr","","https://www.ozbeyoglu.com.tr/","https://delegations.tim.org.tr/event/japan-tokyo-2025/company/ozbeyoglu-kuruyemis-4; https://www.ozbeyoglu.com.tr/"
"KSAS","Üretici/İhracatçı","Hazır giyim, elbise, ceket, kaban, hırka, etek, bluz, takım, pantolon","TİM Cameroon Douala 2025 delegasyon katılımcısı; hazır giyim ürün gamı ve Afrika ihracat heyeti bağlantısı","info@ksas.com.tr","","https://www.ksas.com.tr/","https://delegations.tim.org.tr/event/cameroon-douala-2025/company/ksas; https://www.ksas.com.tr/"
