firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"MSM Global Lojistik","Firma","Kazakistan lojistik, karayolu/havayolu/denizyolu taşımacılığı","Resmi içerikte Kazakistan'a ürün gönderimi ve lojistik çözümler anlatılıyor; Kazakistan hedef pazar bağlantısı doğrulanıyor.","info@MSMgl.com.tr","+90 212 909 86 76","https://msmgl.com.tr/kazakistana-urun-gonderiminde-lojistik-cozumler/","https://msmgl.com.tr/kazakistana-urun-gonderiminde-lojistik-cozumler/"
"Metronak Uluslararası Taşımacılık","Firma","Özbekistan ve Orta Asya nakliye/lojistik","Resmi Özbekistan nakliye sayfasında Türkiye-Özbekistan hattında nakliye hizmetleri ve Mersin/İstanbul ofis iletişimi veriliyor; Özbekistan bağlantısı doğrulanıyor.","info@metronak.com.tr","+90 324 239 25 25","https://www.metronak.com.tr/ozbekistan-nakliye/","https://www.metronak.com.tr/ozbekistan-nakliye/"
"Venüs Lojistik","Firma","Özbekistan, Kazakistan, Azerbaycan, Türkmenistan lojistik","Resmi Özbekistan nakliye sayfasında Türkiye-Gürcistan-Rusya-Kazakistan-Özbekistan güzergahı ve bölge bağlantıları veriliyor; Özbekistan, Kazakistan ve Azerbaycan bağlantıları doğrulanıyor.","info@venuslojistik.com","+90 324 221 94 95","https://www.venuslojistik.com/ozbekistan-nakliye/","https://www.venuslojistik.com/ozbekistan-nakliye/"
"March Logistics","Firma","Kırgızistan nakliye ve lojistik","Resmi Kırgızistan nakliye sayfasında Türkiye'den Kırgızistan'a nakliye/lojistik hizmeti ve iletişim emaili yer alıyor; Kırgızistan bağlantısı doğrulanıyor.","info@marchlogistics.com.tr","","https://www.marchlogistics.com.tr/kirgizistan-nakliye/","https://www.marchlogistics.com.tr/kirgizistan-nakliye/"
"Proje Global Lojistik","Firma","Gürcistan ve Orta Asya geçişli uluslararası nakliye","Resmi Gürcistan sayfasında Gürcistan'ın Azerbaycan, Rusya, Türkmenistan, Kırgızistan, Kazakistan ve Özbekistan'a yapılan taşımada transit bölge olduğu belirtiliyor; hedef pazar bağlantıları doğrulanıyor.","info@projeglobal.com","+90 324 336 33 34; +90 546 831 74 71","https://www.projeglobal.com/gurcistan-nakliye-turkiye-nakliye/","https://www.projeglobal.com/gurcistan-nakliye-turkiye-nakliye/"
"Efe Ziraat Aletleri İthalat İhracat San. ve Tic. Ltd. Şti.","Firma","Tarım makineleri ve zirai aletler","Söke Ticaret Odası ihracatçı listesinde tarım makineleri ihracatçısı olarak yer alıyor; hedef bölge için tarım makineleri adayı olarak eklendi.","info@efeziraat.com.tr","+90 256 544 11 01","","https://www.sto.org.tr/Portals/15/dis%20ticaret/%C4%B0hracat%C3%A7%C4%B1%20firmalar_102019.pdf"
"Dönder Tarım Makinaları San. ve Tic. Ltd. Şti.","Firma","Tarım makineleri","Söke Ticaret Odası ihracatçı listesinde tarım makineleri ihracatçısı olarak ve Avrupa/Avustralya/Uruguay/Kolombiya/İsrail pazarlarıyla listeleniyor; Orta Asya/Kafkasya hedef pazarları için tarım makinesi adayı.","info@dondertarim.com.tr","+90 256 521 01 49","","https://www.sto.org.tr/Portals/15/dis%20ticaret/%C4%B0hracat%C3%A7%C4%B1%20firmalar_102019.pdf"
"Sibaş Gıda Sanayi ve Ticaret A.Ş.","Firma","Turşu, kapari ve kuru domates ihracatı","Söke Ticaret Odası ihracatçı listesinde Amerika ve Avrupa pazarlarına ihracat yapan gıda firması olarak listeleniyor; Rusya/Ukrayna/Kafkasya gıda hedef pazarları için aday kaynak.","cevriye@sibasfood.com","+90 256 548 10 11","","https://www.sto.org.tr/Portals/15/dis%20ticaret/%C4%B0hracat%C3%A7%C4%B1%20firmalar_102019.pdf"
"Özer Makina","Firma","Makine üretimi ve ihracatı","Resmi ihracat ülkeleri sayfasında Ukrayna, Rusya ve Özbekistan açıkça listeleniyor; hedef pazar bağlantıları doğrulanıyor.","info@ozermakina.com.tr","","https://ozermakina.com.tr/en/ihracat-yaptigimiz-ulkeler/","https://ozermakina.com.tr/en/ihracat-yaptigimiz-ulkeler/"
"Mafina Global","Firma","Kazakistan pazar araştırması ve ihracat danışmanlığı","Kaynakta Kazakistan'da ihracat fırsatları için iletişim emaili ve telefonu yer alıyor; Kazakistan hedef pazar bağlantısı doğrulanıyor.","info@mafinaglobal.com","+90 545 215 87 78","","https://www.instagram.com/reel/Dc8_0BSxHem/"
