firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Dealti Logistics","Firma","Lojistik / uluslararası karayolu taşımacılığı","Türkiye-Kazakistan-Kırgızistan-Gürcistan-Azerbaycan hatları; Sakarya ve Almatı ofisleri; Türkiye-Orta Asya karayolu taşımacılığı","mail@dealtilogistics.com","+90 850 304 55 54","https://dealtilogistics.com/en","https://dealtilogistics.com/en/get-offer; https://dealtilogistics.com/en/about"
"Turkish Air Logistics","Firma","Lojistik / deniz hava kara demiryolu taşımacılığı","Türkiye merkezli deniz, hava, kara ve demiryolu lojistik; uluslararası freight forwarding ve gümrükleme hizmetleri","info@turkishairlogistics.com","","https://turkishairlogistics.com/confidence/index.html","https://turkishairlogistics.com/confidence/index.html"
"Lubratech","Firma","Madeni yağ / otomotiv ve endüstriyel yağlar","TİM Azerbaijan Baku 2026 katılımcısı; TR/EN/RU dilli resmi site; otomotiv ve endüstriyel yağ üreticisi","info@lubratech.com.tr","+90 262 642 09 93","https://www.lubratech.com.tr/","https://delegations.tim.org.tr/event/azerbaijan-baku-2026/company/lubratech; https://www.lubratech.com.tr/iletisim"
"Sağlamlar Plywood","Firma","Plywood / kontrplak ve ahşap ürünleri","TİM Azerbaijan Baku 2026 katılımcısı; plywood ve kontrplak ihracat potansiyeli","factory@saglamlar.com.tr; pazarlama@saglamlar.com.tr","+90 228 355 00 22; +90 543 113 10 98","https://www.saglamlar.com.tr/","https://www.saglamlar.com.tr/contact/; https://delegations.tim.org.tr/event/azerbaijan-baku-2026/company/saglamlar-plywood"
"Erna Maş Makina Tic. ve San. A.Ş.","Firma","Küçük ev aletleri üretimi","TİM Uzbekistan Tashkent 2026 katılımcısı; İstanbul merkezli üretici ve ihracatçı","info@ernamas.com","+90 212 866 22 00","https://ernamas.com/en","https://delegations.tim.org.tr/event/uzbekistan-tashkent-2026/company/erna-mas-1; https://ernamas.com/en/contact"
"Hamlem Mechanics","Firma","Elektrofüzyon kaynak makineleri / plastik boru ekipmanları","TİM Azerbaijan Baku 2026 ve Uzbekistan Tashkent 2026 katılımcısı; Türkiye üretimi elektrofüzyon kaynak makineleri","info@hamlem.com; sales@hamlem.com; service@hamlem.com","+90 312 380 68 00; +90 532 420 50 06","https://www.hamlem.com/","https://delegations.tim.org.tr/event/azerbaijan-baku-2026/company/hamlem-mechanics-1; https://delegations.tim.org.tr/event/uzbekistan-tashkent-2026/company/hamlem-mechanics-3; https://www.hamlem.com/en/contact"
"TKey Global Energy","Firma","Enerji sistemleri / elektrik bakım test danışmanlık","TİM Uzbekistan Tashkent 2026 katılımcısı; enerji sistemleri kurulum, devreye alma, test ve bakım hizmetleri","info@tkeyglobal.com","444 86 73","https://tkeyglobal.com/en","https://delegations.tim.org.tr/event/uzbekistan-tashkent-2026/company/tkey-global-energy; https://tkeyglobal.com/en/our-services"
"Rogi Project Construction","Firma","Yapı ve inşaat / iç mekan çözümleri","TİM Azerbaijan Baku 2026 katılımcısı; TR/EN/AR/RU dilli site; otel, hastane, AVM projelerinde tasarım-montaj çözümleri","teklif@rogi.com.tr","444 00 87; +90 216 661 32 73","https://www.rogi.com.tr/","https://delegations.tim.org.tr/event/azerbaijan-baku-2026/company/rogi-ahsap-1; https://www.rogi.com.tr/"
"Hipal Organik Dış Ticaret Ltd. Şti.","Firma","Organik gıda / dondurulmuş meyve sebze","TİM Azerbaijan Baku 2026 katılımcısı; organik ürün tedariki ve ihracat potansiyeli","organik@hipal.com.tr","+90 232 464 60 05; +90 532 281 27 79","https://www.hipal.com.tr/","https://delegations.tim.org.tr/event/azerbaijan-baku-2026/company/hipal-organik-5; https://www.hipal.com.tr/contact.html; https://www.hipal.com.tr/catalog/hipal_catalog.pdf"
"Garanti Rafineri","Firma","Kıymetli metal rafineri / altın rafineri","TİM Uzbekistan Tashkent 2026 katılımcısı; İstanbul merkezli kıymetli metal rafineri hizmetleri","info@garantirafineri.com.tr","+90 212 503 11 12","https://garantirafineri.com.tr/","https://delegations.tim.org.tr/event/uzbekistan-tashkent-2026/company/gar-1; https://garantirafineri.com.tr/en/iletisim"
