firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Birsun Kimya Tekstil Boya San. Tic. Ltd. Şti.","Firma","Tekstil boya ve kimya","Resmi şirket profili İstanbul merkezli Birsunun Rusya ve Özbekistan dahil ülkelere ihracat yaptığını belirtiyor","seyitm.oral@birsun.com.tr","","https://birsun.com.tr","https://birsun.com.tr/"
"Tarmak Tekstil Sanayi ve Ticaret A.Ş.","Firma","Tekstil üretimi ve ihracatı","Kamuya açık şirket profili Tarmak Tekstil üretiminin Rusya dahil ülkelere ihraç edildiğini belirtiyor","info@tarmak.com.tr","+90 216 575 26 17; +90 216 575 05 82","https://tarmak.com.tr","https://tarmak.com.tr/"
"GENKİM Genel Endüstriyel Kimyevi Maddeler Ltd. Şti.","Firma","Endüstriyel kimyasallar","Kamuya açık şirket profili Türkiye merkezli Genkimin Özbekistan bağlantılı çalışan yapısını ve kurumsal e-postasını listeliyor","info@genkim.com.tr","+90 224 241 77 80","https://genkim.com.tr","https://genkim.com.tr/"
"Has Sentetik Dokuma San. ve Tic. A.Ş.","Firma","Sentetik dokuma ve ambalaj","Kamuya açık şirket profili Türkiye merkezli Has Sentetik Dokumanın Ukrayna bağlantılı çalışan yapısını ve şirket e-postasını listeliyor","info@hascuval.com","+90 342 337 91 86; +90 342 337 83 83","https://hascuval.com","https://hascuval.com/"
"Polteks Tekstil Makina San. Tic. Ltd. Şti.","Firma","Tekstil makineleri","Kamuya açık şirket profili Türkiye merkezli Polteksin Özbekistan bağlantılı çalışan yapısını ve kurumsal e-postasını listeliyor","polteks@polteks.com","+90 224 493 23 62","https://polteks.com","https://polteks.com/"
"Uras Kimya Sanayi ve Ticaret A.Ş.","Firma","Tekstil baskı kimyasalları","Kamuya açık şirket profili Türkiye merkezli Uras K good company? Uras Kimyanın Azerbaycan bağlantılı çalışan yapısını ve kurumsal e-postasını listeliyor","uras@uraschemical.com","+90 212 489 30 27; +90 212 489 70 70","https://uraschemical.com","https://uraschemical.com/"
"Akar Group","Firma","Tekstil kumaş ve dekoratif ürünler","Kamuya açık şirket profili Türkiye merkezli Akar Groupun Azerbaycan bağlantılı çalışan yapısını ve şirket e-postasını listeliyor","info@akargroup.com.tr","+90 224 371 30 70","https://akargroup.com.tr","https://akargroup.com.tr/"
"İnkuin Chemicals","Firma","Tekstil ve endüstriyel kimyasallar","Kamuya açık şirket profili Türkiye merkezli İnkuin Chemicalsın Moskova ofisini ve kurumsal e-postasını listeliyor","info@inkuin.com","+90 212 446 92 92","https://inkuin.com","https://inkuin.com/"
"Ünteks Group","Firma","Entegre tekstil üretimi","Kamuya açık şirket profili Türkiye merkezli Ünteks Groupun Rusya bağlantılı çalışan yapısını ve kurumsal e-postasını listeliyor","info@unteksgroup.com","+90 212 475 51 25","https://unteksgroup.com","https://unteksgroup.com/"
"Akkus Textile / Akkuş Tekstil Sanayi ve Ticaret A.Ş.","Firma","Denim tekstil üretimi","Kamuya açık şirket profili İstanbul merkezli Akkuş Tekstil’in Özbekistan bağlantılı çalışan yapısını ve kurumsal e-postasını listeliyor","info@akkustextile.com","+90 212 422 08 00; +90 482 215 12 01","https://akkustextile.com","https://akkustextile.com/"
"Kaynak Havlu Sanayi ve Ticaret A.Ş.","Firma","Havlu ve bornoz tekstili","Kamuya açık şirket profili Denizli merkezli Kaynak Havlunun Rusyaya ihracat yaptığını ve kurumsal iletişim adreslerini listeliyor","towel@kaynakgroup.com; ercument@kaynaktextile.com","+90 258 371 00 21; +90 258 371 13 83","https://kaynakgroup.com","https://linkedin.com/showcase/kaynak-towel"
