firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Fakir Elektrikli Ev Aletleri Dış Ticaret A.Ş.","Üretici/İhracatçı","Elektrikli ev aletleri, küçük ev aletleri","Türkiye merkezli Fakir markasının dış ticaret şirketi; Ask Türkiye Turkish Electric and Electronics kaydı, uluslararası marka ve ihracat potansiyeli","sercanbayazit@fakir.com.tr; leventay@fakir.com.tr; sanzhariskakov@fakir.com.tr; omertaskir@fakir.com.tr; rumeysayilmaz@fakir.com.tr","","http://fakirglobal.com","https://askturkiye.com/company/fakir-elektrikli-ev-aletleri-dis-ticaret-anonim-sirketi"
"Değer İthalat İhracat Elektrik Malzemeleri Sanayi ve Ticaret Ltd. Şti.","Tedarikçi/İhracatçı","Elektrik malzemeleri, kablo, alçak gerilim ürünleri","Türkiye/İstanbul merkezli elektrik malzemeleri firması; güç kabloları, düşük gerilim kabloları ve halogen-free ürünlerin satış/dağıtım/ihracatı","info@degerelektrik.com.tr","","https://www.degerelektrik.com.tr/","https://www.askturkiye.com/company/deger-ithalat-ihracat-elektrik-malzemeleri-sanayi-ve-ticaret-limited-sirketi; https://www.degerelektrik.com.tr/"
"Biotex Medikal Tekstil İthalat İhracat Sanayi ve Ticaret A.Ş.","Üretici/İhracatçı","Medikal tekstil, sağlık ürünleri","Türkiye merkezli medikal tekstil üreticisi/ihracatçısı; Ask Türkiye Turkish Healthcare/Medical kaydı","bilgi@bio-tex.com.tr","+90 464 300 01 01","https://www.bio-tex.com.tr/en/","https://www.askturkiye.com/company/biotex-medikal-tekstil-ithalat-ihracat-sanayi-ve-ticaret-a-s"
"Meyosis Hastane Ekipmanları San. ve Ticaret A.Ş.","Üretici/İhracatçı","Hastane ekipmanları, medikal mobilya","Türkiye merkezli hastane yatağı, acil sedye, ilaç arabası ve doğum yatağı üreticisi; hızlı teslimat ve yüksek kapasiteli üretim beyanı","besim.sadikay@meyosis.com","+90 542 824 91 87","http://www.meyosis.com","https://askturkiye.com/company/meyosis-hastane-ekipmanlari-san-ve-ticaret-anonim-sirketi?id=20281"
"Timtaş Tarım İlaç ve Mahsulleri Ticaret A.Ş.","Tedarikçi/İhracatçı","Tarım ilaçları, tarımsal ürünler","Türkiye merkezli tarım ilaçları ve mahsulleri firması; Ask Türkiye kaynaklı ihracatçı kaydı","arditi@timtas.com.tr","","http://timtas.com.tr","https://www.askturkiye.com/company/timtas-tarim-ilac-ve-mahs-ticas"
"Şah Global Lojistik","Lojistik hizmet sağlayıcı","Uluslararası nakliye, Azerbaycan/Özbekistan/Gürcistan hatları","Türkiye merkezli lojistik şirketi; Azerbaycan, Özbekistan ve Gürcistan nakliye sayfaları ile hedef pazar hatları görünür","info@sahlojistik.com","","https://www.sahlojistik.com/","https://www.sahlojistik.com/azerbaycan-nakliye; https://www.sahlojistik.com/ozbekistan-nakliye; https://www.sahlojistik.com/gurcistan-nakliye"
"Avrasya Nakliye / Avrasya Lojistik Hizmetleri","Lojistik hizmet sağlayıcı","Uluslararası nakliye, Gürcistan parsiyel taşıma","Türkiye merkezli taşımacılık firması; Gürcistan parsiyel nakliye hizmeti ve Kafkasya hattı","info@avrasyanakliye.com","+90 212 876 33 02; +90 324 233 87 97; +90 530 142 10 10","https://avrasyanakliye.com/","https://avrasyanakliye.com/gurcistan-parsiyel-nakliye"
"Saygınlar Nakliyat","Lojistik hizmet sağlayıcı","Uluslararası nakliye, Orta Asya taşımacılığı","Türkiye ile Orta Asya ülkeleri arasında lojistik çözümler; Özbekistan hattında Türkiye-Gürcistan-Azerbaycan-Hazar-Türkmenistan-Özbekistan güzergahı","info@sayginlarnakliyat.com","","https://www.sayginlarnakliyat.com/","https://www.sayginlarnakliyat.com/ozbekistan-nakliye; https://www.sayginlarnakliyat.com"
"Kazakistan Taşımacılık / Rusya Taşımacılık","Lojistik hizmet sağlayıcı","Türkiye-Kazakistan-Rusya nakliye","Türkiye-Kazakistan-Rusya nakliye ve lojistik hizmetlerine odaklı kaynak; hedef pazar Rusya/Kazakistan hattı","info@rusyatasimacilik.com","","https://www.rusyatasimacilik.com","https://kazakistantasimacilik.com; https://www.rusyatasimacilik.com"
"Boreas Global Lojistik Ticaret Ltd. Şti. - resmi e-posta düzeltmesi","Lojistik hizmet sağlayıcı","Uluslararası karayolu, havayolu, denizyolu, proje taşımacılığı","Resmi sitede Türkiye/İstanbul adresi ve e-posta; sosyal kaynaklarda Rusya, Kazakistan, Azerbaycan, Gürcistan, Ukrayna, Türkmenistan ve Kırgızistan hatları","info@boreaslojistik.com","+90 216 469 00 61; +90 544 319 19 61","https://www.boreasgloballojistik.com/","https://www.boreasgloballojistik.com/; https://ru.linkedin.com/company/boreas-global-loji%CC%87sti%CC%87k-ti%CC%87c-ltd-%C5%9Fti%CC%87"
