firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Smogmoon Tobacco","Firma","Tütün / nargile tütünü ve aromaları","TİM Kazakhstan-Kyrgyzstan 2024 katılımcısı; EN/TR/AR/RU dilli site ile ihracat pazarı uygunluğu; önceki boş e-posta kaydı için düzeltme","info@smogmoon.com","+90 462 310 10 00","https://www.smogmoon.com/en/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/smogmoon-tobacco-1; https://www.smogmoon.com/en/contact"
"Aras Kargo Yurt İçi Yurt Dışı Taşımacılık A.Ş.","Firma","Kargo / lojistik / yurtdışı taşımacılık","Azerbaycan kurumsal hizmetleri ve Aras Global bağlantısı; önceki boş e-posta kaydı için KEP düzeltmesi","araskargo@hs02.kep.tr","0 216 538 55 00; 444 25 52","https://www.araskargo.com.tr/","https://www.araskargo.com.tr/hizmetlerimiz/kurumsal-hizmetlerimiz/azerbaycan; http://araskargo.com.tr/iletisim"
"Polikor İhracat İthalat ve Ticaret Ltd. Şti.","Firma","Kimya / polyester macun ve reçineler","Ask Türkiye kaydı; Azerbaycan, Belarus ve Gürcistan dahil çok sayıda ülkeye ihracat","polikor@polikor.com","+90 224 449 02 20","http://www.polikor.com","https://www.askturkiye.com/company/polikor-ihracat-ithalat-ve-ticaret-limited-sirketi"
"Baraka İhracat ve İthalat Dış Tic. Ltd. Şti.","Firma","Dış ticaret / apparel, halı, kimya ürünleri tedariki","Ask Türkiye kaydı; İstanbul merkezli uluslararası hipermarket zincirlerine ürün tedariki ve ihracat","export@barakaexport.com","+90 545 243 54 50","http://www.barakaexport.com","https://askturkiye.com/company/baraka-ihracat-ve-ithalat-dis-tic-ltd-sti?id=21392"
"Beyazıt Tel San. Tic. Ltd. Şti.","Firma","Tel ve metal ürünleri üretimi","Ask Türkiye kaydı; Antakya OSB üretici, ihracat/ticaret potansiyeli","serkan.tekdal@beytel.com","+90 531 784 26 80","https://www.beytel.com/","https://askturkiye.com/company/beyazit-tel-santicltdsti?brandId=985"
"Mutlular Transport","Firma","Lojistik / uluslararası nakliye","Özbekistan ve Kırgızistan nakliye hizmetleri; Türkiye çıkışlı uluslararası taşımacılık","info@mutlulartransport.com","+90 216 529 00 46; +90 216 529 00 47","https://www.mutlulartransport.com/","https://www.mutlulartransport.com/ozbekistan-nakliye; https://www.mutlulartransport.com/kirgizistan-nakliye"
"Fatih Grup Lojistik","Firma","Lojistik / uluslararası nakliye","Rusya, Özbekistan, Kazakistan ve CIS ülkelerine yönelik nakliye; Ankara merkezli ve İstanbul şubeli lojistik firma","info@fatihlojistik.com.tr","","https://fatihlojistik.com.tr/","https://fatihlojistik.com.tr/rusya-nakliye/; https://fatihlojistik.com.tr/ozbekistan-nakliye"
"FMR Öztürk Lojistik","Firma","Lojistik / uluslararası nakliye","Türkiye-Kırgızistan nakliye hizmetleri; uluslararası lojistik ve taşıma","info@fmrozturk.com","+90 532 610 33 51","https://www.fmrozturk.com/kirgizistan-nakliye/","https://www.fmrozturk.com/kirgizistan-nakliye/"
"Yaz Lojistik","Firma","Lojistik / uluslararası nakliye","Kırgızistan nakliye güzergahı Türkiye-Azerbaycan-İran-Türkmenistan-Özbekistan-Kırgızistan; Adana merkezli lojistik hizmetleri","info@yazlojistik.com","","https://www.yazlojistik.com/","https://www.yazlojistik.com/kirgizistan-nakliye.html"
"Z Global Logistics","Firma","Lojistik / uluslararası nakliye","Gürcistan nakliye, taşıma, parsiyel ve lojistik hizmetleri","info@zgloballojistik.com","","https://www.zgloballojistik.com/","https://www.zgloballojistik.com/gurcistan-nakliye.html"
