firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"MET Engineering Construction and Mechanical Electrical Contracting Co.","Firma","Mekanik elektrik taahhüt ve mühendislik","Resmi MET Engineering kaynakları Türkiye merkezli şirketin Rusya-Salekhard ve Özbekistan-Taşkent projelerini ve uluslararası faaliyetlerini listeliyor","met@met-eng.com","+90 216 540 54 54","https://met-eng.com","https://met-eng.com/en/projects"
"UET Uran Endüstri Tesisleri A.Ş.","Firma","Endüstriyel tesis mühendisliği ve inşaatı","Resmi UET kaynağı Moskova şubesinin Rusyadaki mevcut projeleri yönetmek ve yeni projeler geliştirmek için kurulduğunu belirtiyor","info@uet.com.tr","+90 312 235 69 70","https://uet.com.tr","https://uet.com.tr/en/news"
"Şark İnşaat İhracat Ticaret ve Sanayi A.Ş.","Firma","İnşaat ve taahhüt","Resmi Şark İnşaat iletişim sayfası Türkmenistan şubesini Aşkabat adresi ve kurumsal e-posta adresleriyle listeliyor","info@sarkinsaat.com.tr; malatya@sarkinsaat.com.tr; turkmenistan@sarkinsaat.com.tr","+99 312 41 20 56","https://www.sarkinsaat.com.tr","https://www.sarkinsaat.com.tr/english/iletisim.html"
"ERG İnşaat Ticaret ve Sanayi A.Ş.","Firma","Altyapı inşaatı ve mühendislik","Kamuya açık şirket profili Ankara merkezli ERG İnşaatın Özbekistan bağlantılı çalışan yapısını; resmi şirket sitesi genel merkez e-postasını listeliyor","erg@erg-insaat.com.tr","+90 312 441 50 00; +90 312 484 08 00","https://erg-insaat.com.tr","https://erg-insaat.com.tr/en/about-us/"
"İLK İnşaat Taahhüt Sanayi ve Ticaret A.Ş.","Firma","Uluslararası inşaat ve EPC taahhüt","Resmi İLK İnşaat sitesi şirketin İstanbul merkezli olduğunu ve Azerbaycan Kazakistan ile Türkmenistan dahil bölge ülkelerinde projeler gerçekleştirdiğini belirtiyor","info@ilkconstruction.com","+90 216 455 55 44; +971 4 380 66 66","https://www.ilkconstruction.com","https://www.ilkconstruction.com/about"
"HANDAR Endüstri İnşaat İmalat Ticaret Ltd. Şti.","Firma","Endüstriyel tesis inşaatı ve mühendislik","Resmi HANDAR sitesi Rusyadaki Novoroscement çimento tesisi ve Murmansk Arctic LNG projesini listeliyor","handar@handar.com.tr; info@handar.com.tr","+90 312 354 79 10","https://www.handar.com.tr","https://www.handar.com.tr/en/"
"YDA Group","Holding","İnşaat havacılık sağlık ve altyapı yatırımları","Resmi YDA kaynakları Kazakistanda Aktau Havalimanı işletmesi ve Almatı finans merkezi projelerini; Astana ofisini ve genel e-postayı listeliyor","info@yda.com.tr","+90 312 459 44 00; +7 7172 770044","https://www.yda.com.tr","https://www.yda.com.tr/en/contact"
"Arlan Lojistik","Firma","Kazakistan Özbekistan ve Orta Asya lojistiği","Resmi Arlan sitesi Türkiye merkezli şirketin Kazakistan Özbekistan Türkmenistan ve Tacikistanda karayolu lojistik hizmetleri ile Taşkent ofisini listeliyor","info@arlan.com.tr","+90 212 830 77 10; +90 507 987 00 00","https://arlan.com.tr","https://arlan.com.tr/en"
"Sernak Group","Firma","Geosentetik ve yapı ürünleri üretimi","Kamuya açık şirket profili Türkiye merkezli Sernak Groupun Rusya bağlantılı çalışan yapısını ve küresel ihracatını; resmi site genel e-postayı listeliyor","info@sernak.com","+90 216 340 79 67","https://www.sernak.com","https://www.sernak.com/"
"AVD Tarım Ürünleri ve İnşaat Hizmetleri","Firma","Tarım ürünleri ve inşaat projeleri","Kamuya açık şirket profili Türkiye merkezli AVD Groupun Ukrayna bağlantılı faaliyetini; resmi şirket sitesi iletişim e-postasını listeliyor","info@avdtarimveinsaat.com","+90 533 769 81 70","https://www.avdtarimveinsaat.com","https://www.avdtarimveinsaat.com/"
"METCON İnşaat Sanayi ve Ticaret A.Ş.","Firma","İnşaat ve proje uygulama","Kamuya açık şirket profili Türkiye merkezli METCONun Rusya bağlantılı çalışan yapısını; resmi şirket sitesi Gaziantep merkez ve genel e-postayı listeliyor","info@metc.com.tr","+90 342 322 50 01","https://met-con.com.tr","https://met-con.com.tr/en/"
"Yakut Kazan","Firma","Kazan basınçlı kap ve tank imalatı","Kamuya açık şirket profili Yakut Kazanın Azerbaycan dahil çok sayıda ülkeye ihracat yaptığını; resmi şirket sitesi genel e-postayı listeliyor","info@yakutkazan.com","+90 212 623 18 74","https://yakutkazan.com","https://yakutkazan.com/contact/"
"ALKASAN GROUP","Firma","Dış ticaret sağlık inşaat ve proje hizmetleri","Kamuya açık şirket profili Türkiye merkezli Alkasan Groupun Belarus bağlantılı faaliyet ve iletişim bilgilerini listeliyor","info@alkasangroup.com","+90 532 580 92 94; +375 33 677 99 62","https://alkasangroup.com","https://alkasangroup.com/"
