firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Prizmanet Medical","Üretici/İhracatçı","Medikal maske, eldiven, sağlık ürünleri","Türkiye merkezli sağlık ürünleri üreticisi/tüccarı; Ask Türkiye Turkish Healthcare kaydı, N95/FFP2 medikal maske ve koruyucu ürün ihracatı","export@prizma.net","+90 212 909 44 44","http://medizer.net; http://sabomar.com","https://www.askturkiye.com/company/prizmanet-medical"
"İPM İlaç Sanayi ve Ticaret A.Ş.","Üretici/İhracatçı","Veteriner ilaçları, hayvan ve çevre sağlığı","Türkiye merkezli ilaç/sağlık üreticisi; Ask Türkiye Turkish Healthcare kaydı, hayvan ve çevre sağlığı ürünleri","asli.zengin@zekner.com","+90 535 721 34 56","https://www.ipmilac.com/en/","https://www.askturkiye.com/company/ipm-ilac-sanayi-ve-ticaret-anonim-sirketi"
"Lila Cosmetics","Üretici/İhracatçı","Kozmetik, saç bakım ürünleri","TİM Morocco 2026 delegasyon katılımcısı; Türkiye merkezli profesyonel/perakende saç bakım ürünleri üreticisi, 63 ülkeye ihracat beyanı","info@lilacosmetics.com.tr","","https://www.lilacosmetics.com.tr/","https://delegations.tim.org.tr/event/morocco-casablanca-2026/company/lila-cosmetics-1; https://www.lilacosmetics.com.tr/"
"ALC Sigara Sanayi ve Ticaret Ltd. Şti.","Üretici/İhracatçı","Tütün, sigara üretimi","TİM delegasyon katılımcısı; Adana OSB'de 40.000 m2 kapalı alanda sigara üretimi ve satış faaliyeti","info@has-group.com.tr","","https://www.has-group.com.tr/alc-sigara.html","https://delegations.tim.org.tr/event/eygpt-cairo-trade-delegation/company/alc-sigara; https://www.has-group.com.tr/alc-sigara.html"
"Al Nalburiye Hırdavat Tic. ve San. Ltd. Şti.","Tedarikçi/İhracatçı","Hırdavat, el aletleri, yapı market ürünleri","TİM Azerbaijan Baku 2023 katılımcısı; 50+ yıllık hırdavat tecrübesi, dış girişimler ve Azerbaycan hedef pazarı","info@al.com.tr","","https://www.al.com.tr/","https://delegations.tim.org.tr/event/azerbaijan-baku-2023/company/al-nalburiye; https://www.al.com.tr/"
"M Oil Madeni Yağlar","Üretici/İhracatçı","Madeni yağ, otomotiv ve endüstriyel yağlar","TİM delegasyon katılımcısı; özel kurum ve kuruluşlara, bayi ve toptan kanallara madeni yağ satışı","info@m-oil.com.tr","","https://www.m-oil.com.tr/","https://delegations.tim.org.tr/event/bulgaria-sofia-2025/company/m-oil; https://www.m-oil.com.tr/"
"BYS Grup","Hizmet/İhracatçı","Yazılım, web geliştirme, dijital iletişim","TİM delegasyon katalog kaynağı; AB Türkiye web siteleri, TYPO3 CMS, veri tabanı ve uygulama geliştirme referansları","info@bysgrup.com","","https://www.bysgrup.com","https://delegations.tim.org.tr/storage/uploads/company/70194/Ur8dxTykdaqAUNEvTNn4tlfeJo60yb0gCl73Whg5.pdf; https://www.bysgrup.com"
"Turkont Shipping","Lojistik hizmet sağlayıcı","Denizyolu/kargo taşımacılığı, canlı hayvan ve yük taşımacılığı","Türkiye, Ukrayna, İran, Irak, Suriye, Azerbaycan bağlantılı taşımacılık ve lojistik hizmetleri kaynakta görünüyor","info@turkont.com","+90 216 567 44 20; +90 216 567 55 36","http://www.turkont.com","https://ru.scribd.com/doc/65370577/Turkont-Shipping-Tanitim-3"
"Söke Ticaret Odası Exporter Members Kaynaklı İlgi Tarım Makinaları","Üretici/İhracatçı","Tarım makineleri","Söke exporter members listesinde Avusturya, Sırbistan, Özbekistan, Kanada, Fransa ihracat ülkeleri ile kayıtlı","info@ilgitarim.com","+90 256 554 67 00","","https://www.sto.org.tr/Portals/15/dis%20ticaret/EXPORTER_MEMBERS_102019.pdf"
"Söke Ticaret Odası Exporter Members Kaynaklı Altınöz Tarım Makinaları","Üretici/İhracatçı","Tarım makineleri","Söke exporter members listesinde Bulgaristan, Özbekistan, Romanya, Yunanistan ihracat ülkeleri ile kayıtlı","info@altinozltd.com","+90 256 518 14 91","","https://www.sto.org.tr/Portals/15/dis%20ticaret/EXPORTER_MEMBERS_102019.pdf"
