firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Yakamoz Sirke Fermantasyon Ürünleri Gıda Taşımacılık Sanayi ve Ticaret Ltd. Şti.","Üretici/İhracatçı","Sirke, sos, NFC meyve suyu, gıda","Türkiye merkezli gıda üreticisi; Avrupa'nın önde gelen sirke/sos/NFC juice üreticilerinden, 20+ ülkeye ihracat beyanı","yakamoz@yakamoz.com","+90 236 314 37 57","https://yakamoz.com/","https://askturkiye.com/company/yakamoz-sirke-fermantasyon-urunleri-gida-tasimacilik-sanayi-ve-ticaret-limited-sirketi?brandId=656"
"Wavin TR Plastik Sanayi A.Ş.","Üretici/İhracatçı","Plastik boru sistemleri, PPR-C, PVC, drenaj","Türkiye merkezli plastik boru ve altyapı sistemleri üreticisi; Ask Türkiye Turkish Plastics kaydı, bölgesel altyapı/ihracat projeleri için uygun","ramazan.kandemir@orbia.com","+90 322 999 10 00; +90 533 959 21 08","https://wavin.com/tr/tr","https://askturkiye.com/company/wavin-tr-plastik-sanayi-as"
"Polikor Boya ve Kimya Sanayi Ticaret A.Ş.","Üretici/İhracatçı","Boya, kimya, polyester macun ve reçine","Türkiye merkezli kimya/boya üreticisi; Azerbaycan, Gürcistan, Kazakistan ve Kırgızistan dahil çok sayıda ülkeye ihracat beyanı","polikor@polikor.com","+90 224 449 02 20","http://polikor.com","https://www.askturkiye.com/company/polikor-boya-ve-kimya-sanayi-ticaret-anonim-sirketi?id=19325"
"Metia İç ve Dış Ticaret Ltd. Şti. / Metia Import Export Company","Üretici/İhracatçı","Ev tekstili, havlu, peştemal, spa-hamam ürünleri","Türkiye merkezli tekstil üreticisi ve ihracatçı; Ask Türkiye Turkish Apparel kaydı, global ev tekstili/otel tedariki","info@metia.com.tr","+90 534 899 05 88","http://metia.com.tr","https://askturkiye.com/company/metia-import-export-company?id=19584; https://tr.linkedin.com/company/metia-i%CC%87%C3%A7-ve-di%C5%9F-ti%CC%87caret-li%CC%87mi%CC%87ted-%C5%9Fi%CC%87rketi%CC%87"
"Pia Bilişim Hizmetleri A.Ş.","Hizmet/İhracatçı","BT hizmetleri, dijital dönüşüm, yazılım","Türkiye merkezli teknoloji hizmetleri şirketi; global uzmanlık ve farklı sektörlerde dijital dönüşüm çözümleri","info@pia-team.com","+90 539 654 12 34","https://www.pia-team.com/","https://askturkiye.com/company/pia-bilisim-hizmetleri-anonim-sirketi"
"Alm ersan Alan Mermercilik / Almersan Mermer","Üretici/İhracatçı","Mermer, doğal taş","Polatlı TSO ihracatçı üye listesinde yer alan Türkiye merkezli doğal taş/mermer firması","almersanmermer@hotmail.com","0312 623 35 63","","https://pto.org.tr/uploads/files/2023%20YILI%20%C4%B0HRACAT%C3%87I%20%C3%9CYE%20L%C4%B0STES%C4%B0.pdf"
"İnsel Endüstriyel","Üretici/İhracatçı","Endüstriyel ürünler","BAİB ek-9 Turkish Producers and Exporters listesinde Türkiye üretici/ihracatçı olarak yer alıyor","info@inselendustriyel.com.tr","+90 539 597 63 66","https://www.inselendustriyel.com.tr/","https://baib.gov.tr/files/downloads/PageFiles/71aff5d5-c233-ef11-a93a-000c29511bae/Files/ek-9.pdf; https://www.inselendustriyel.com.tr/kurumsal/iletisim"
"Akış Asansör Makina Motor Döküm Sanayi","Üretici/İhracatçı","Asansör ekipmanları, makine, motor, döküm","BAİB ek-9 Turkish Producers and Exporters listesinde Türkiye üretici/ihracatçı olarak yer alıyor","info@akisasansor.com.tr","","https://www.akisasansor.com.tr/","https://baib.gov.tr/files/downloads/PageFiles/71aff5d5-c233-ef11-a93a-000c29511bae/Files/ek-9.pdf; https://www.akisasansor.com.tr/en/corporate/about-us"
"İlpen Kalemcilik Plastik San. ve Tic. Ltd. Şti.","Üretici/İhracatçı","Promosyon ürünleri, plastik kalem ve baskılı ürünler","Türkiye merkezli baskılı promosyon ürünleri üreticisi; resmi sitede ihracat iletişim alanı ve kaynak görünür e-posta","ilpen@ilpen.com.tr","0 212 659 78 91; 0 212 659 46 86; 0 212 528 02 94; 0 212 659 17 88","https://www.ilpen.com.tr/","https://www.ilpen.com.tr/"
"Sistem Lojistik / S Sistem Lojistik","Lojistik hizmet sağlayıcı","Uluslararası lojistik, Kazakistan lojistik altyapısı","Türkiye merkezli lojistik şirketi; Kazakistan lojistik altyapısına yatırım ilgisi ve Orta Koridor bağlantısı","info@sistemlojistik.com.tr","","https://www.sistemlojistik.com.tr/","https://qazinform.com/news/turkish-company-eyes-investment-in-kazakhstans-logistics-infrastructure-eaa00f; https://www.sistemlojistik.com.tr/"
