firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Çamsan Ordu","Firma","MDF / MDFLAM / laminat parke üretimi","TİM Uzbekistan Tashkent 2026 katılımcısı; 85+ ülkeye ihracat yapan MDF ve laminat parke üreticisi","info@camsanordu.com","+90 312 446 92 92","https://camsanordu.com/","https://delegations.tim.org.tr/event/uzbekistan-tashkent-2026/company/camsan-ordu; https://camsanordu.com/contact"
"Treysan Prefabrik ve Çelik Yapılar San. ve Tic. A.Ş.","Firma","Prefabrik yapı / çelik yapı / konteyner","TİM Uzbekistan Tashkent 2026 katılımcısı; 85+ ülkeye ulaşan prefabrik kamp, konteyner ve çelik yapı üreticisi; Kazakistan şubesi","treysan@treysan.com.tr; tanju.gokce@treysan.com.tr","+90 312 814 52 41; +7 701 529 92 99","https://treysan.com.tr/","https://delegations.tim.org.tr/event/uzbekistan-tashkent-2026/company/treysan-prefabrik; https://treysan.com.tr/iletisim; https://treysan.com.tr/ar/author/admin/"
"Efe Food Gıda İnş. Nak. Taah. İth. İhr. Paz. San. ve Tic. Ltd. Şti.","Firma","Gıda üretimi / private label / ihracat","TİM Uzbekistan Tashkent 2026 katılımcısı; Mersin Serbest Bölge üretim ve ihracat; 50+ ülkeye ihracat","export@efefood.com.tr","+90 549 255 14 26; +90 324 231 81 10","https://www.efefood.com.tr/","https://delegations.tim.org.tr/event/uzbekistan-tashkent-2026/company/efe-food-gida-2; https://www.efefood.com.tr/iletisim.php?lang=en; https://www.efefood.com.tr/export.php?lang=en"
"Ekotek Isı Teknolojileri / Ekotek Kazan","Firma","Kazan ve ısı teknolojileri","TİM Azerbaijan 2021 ve Uzbekistan Tashkent 2026 katılımcısı; Özbekistan ve Kazakistan dahil ihracat bilgisi","boiler@ekotekkazan.com","+90 501 577 15 95","https://www.ekotekkazan.com/","https://delegations.tim.org.tr/event/azerbaijan-2021/company/ekotek-heat-technology-1; https://delegations.tim.org.tr/event/uzbekistan-tashkent-2026/company/ekotek-45; https://www.ekotekkazan.com/"
"Akınal Ayakkabıcılık San. ve Tic. A.Ş. / Akınal Bella","Firma","Ayakkabı / terlik üretimi","TİM Azerbaijan Baku 2026 katılımcısı; Gaziantep merkezli ayakkabı üreticisi","sikayetveitiraz@akinal.com.tr","+90 342 337 43 32","https://www.akinal.com.tr/","https://delegations.tim.org.tr/event/azerbaijan-baku-2026/company/akinalbella-4; https://www.akinal.com.tr/iletisim"
"Battallar Demir / Battallar Steel Service Center","Firma","Çelik servis merkezi / demir çelik","TİM Azerbaijan Baku 2026 katılımcısı; 5 kıtaya ihracat yapan çelik servis merkezi","info@battallar.com.tr","+90 262 658 14 67","https://www.battallar.com.tr/","https://delegations.tim.org.tr/event/azerbaijan-baku-2026/company/battallar-demir-4; https://battallar.com.tr/en/iletisim; https://battallar.com.tr/en/celik-servis-merkezi"
"Alptechin Yazılım Reklam Danışmanlık Donanım İth. İhr. Ltd. Şti.","Firma","Yazılım / kurumsal yazılım ve AI otomasyon","TİM Azerbaijan Baku 2026 katılımcısı; Türkiye ve Uzbekistan Alptechin Software Export LLC ofis bilgisi","info@alptechin.com.tr","+90 501 940 63 25; +90 312 911 54 58","https://alptechinsoftware.com/en","https://delegations.tim.org.tr/event/azerbaijan-baku-2026/company/alptechin-yazilim; https://alptechinsoftware.com/en"
"ARG Grup Robotik Mekatronik Mühendislik Kontrol ve Otomasyon Sistemleri San. Tic. Ltd. Şti.","Firma","Robotik / mekatronik / endüstriyel otomasyon","TİM Azerbaijan Baku 2026 katılımcısı; ARG Grup resmi sitesiyle önceki kayıt için doğru e-posta düzeltmesi","info@arggrup.com","+90 362 220 21 55","https://arggrup.com/","https://delegations.tim.org.tr/event/azerbaijan-baku-2026/company/arg-grup; https://arggrup.com/iletisim"
"Nüve Sanayi Malzemeleri İmalat ve Ticaret A.Ş.","Firma","Laboratuvar ve sterilizasyon cihazları","TİM Kazakhstan-Kyrgyzstan 2024 katılımcısı; iletişim formunda Georgia, Kazakhstan, Kyrgyzstan, Russia ülke seçenekleri; uluslararası kullanıcı pazarı","sales@nuve.com.tr","+90 312 399 28 30","https://nuve.com.tr/en","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/nuve; https://nuve.com.tr/index.php/en/about-us/company; https://nuve.com.tr/en/contact"
"Ahva Çevre / Ahva Group","Firma","Su ve atıksu arıtma sistemleri","TİM Kazakhstan-Kyrgyzstan 2024 ve Uzbekistan-Kazakhstan 2023 katılımcısı; su ve atıksu arıtma sistemleri","info@ahvagroup.com.tr","+90 322 365 08 00; +90 538 393 75 50","https://www.ahvagroup.com.tr/cevre/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/ahva-cevre-2; https://delegations.tim.org.tr/event/uzbekistan-tashkent-kazakhstan-almaty-2023/company/ahva-cevre; https://www.ahvagroup.com.tr/cevre/iletisim"
