firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"UMDT Dried Fruits","İhracatçı/Danışmanlık","Kuru meyve, tekstil, ihracat danışmanlığı","Türkiye'den tedarik yapmak isteyen yabancı firmalara kaynak bulma ve KOBİ ihracat danışmanlığı; kuru meyve ihracat kaydı","info@umdt.com.tr","+90 532 608 28 87","http://umdt.com.tr","https://askturkiye.com/company/umdt-dried-fruits"
"Ayyıldız Dried Fruits Agricultural Products Industry Commerce Ltd. Co.","Üretici/İhracatçı","Kuru meyve, kuruyemiş, tarım ürünleri","Türkiye merkezli kuru meyve üretici/ihracatçısı; 5.000 m2 açık ve 3.500 m2 kapalı fabrika alanı beyanı","senaotakli@ayyildizkuruyemis.com; info@ayyildizkuruyemis.com","+90 538 432 94 91","http://ayyildizkuruyemis.com","https://www.askturkiye.com/company/ayyildiz-dried-fruits-agriculturalproducts-industry-commerce-limited-company"
"SHN Gıda Sanayi ve Ticaret A.Ş.","Üretici/İhracatçı","Kuru incir, kuru meyve, kuruyemiş","Türkiye/Aydın merkezli geleneksel kuru meyve ve kuruyemiş üretici, işleyici ve ihracatçısı; BRCGS ve katalog görünürlüğü","sedef.kumur@shnfoods.com","","http://www.shnfoods.com","https://askturkiye.com/company/shn-gida-sanayi-ve-ticaret-anonim-sirketi"
"Efe Food Gıda","Üretici/İhracatçı","Toz içecek karışımları, bulyon, baharat, instant kahve, bebek tahılları, instant çorba, pasta/kek ürünleri","TİM Azerbaijan Baku 2026 delegasyon katılımcısı; Azerbaycan hedef pazarlı gıda üretici/ihracatçısı","info@efefood.com.tr","","http://www.efefood.com.tr","https://delegations.tim.org.tr/event/azerbaijan-baku-2026/company/efe-food-gida-1; http://www.efefood.com.tr"
"Far Makine Tarım Sanayi ve Ticaret Ltd. Şti.","Üretici/İhracatçı","Tarım makineleri, makine ve yedek parça imalatı","TİM Azerbaijan Baku 2026 delegasyon katılımcısı; makine ve yedek parça imalatı ile Azerbaycan pazar bağlantısı","info@farmakine.com","","http://www.farmakine.com","https://delegations.tim.org.tr/event/azerbaijan-baku-2026/company/far-makine-tarim; https://delegations.tim.org.tr/storage/uploads/company/78262/L9YnQcoaKBXENJfMrw2si1bGkFazJSsC5PbcEjBQ.pdf"
"MGM Group","Proje/İnşaat hizmet sağlayıcı","İnşaat, turizm, mimarlık, mühendislik, proje yönetimi","Türkiye ve Azerbaycan adresleri bulunan proje yönetimi/inşaat grubu; Bakü ve İstanbul irtibatları ile Azerbaycan bağlantısı","info@mgmgroup.com.tr","+994 12 498 20 02; +90 212 223 45 45","https://mgmgroup.com.tr","https://mgmgroup.com.tr/contact"
"Emka Global","Lojistik hizmet sağlayıcı","Kırgızistan, Kazakistan, Özbekistan, Tacikistan nakliye","Türkiye merkezli Orta Asya lojistik sayfaları; Kırgızistan, Kazakistan, Özbekistan ve Tacikistan bağlantıları","info@emkaglobal.com.tr","+90 553 963 41 75; +90 449 59 75","https://emkaglobal.com.tr","https://emkaglobal.com.tr/kirgizistan"
"Aran Logistic MMC","Lojistik hizmet sağlayıcı","Uluslararası karayolu taşımacılığı","Bakü merkezli uluslararası karayolu lojistik firması; Türkiye-Azerbaycan/Gürcistan hattı için Kafkasya bağlantısı olarak değerlendirilebilir","info@aranlogistic.com","+994 70 318 19 67","https://aranlogistic.com","https://aranlogistic.com/en/about.html"
"Kıta Logistics Georgia Office","Lojistik hizmet sağlayıcı","Gürcistan, Poti/Batumi limanları, Orta Asya forwarding","Gürcistan/Tiflis ofisi üzerinden Azerbaycan, Ermenistan, Kazakistan, Özbekistan, Türkmenistan ve çevre ülkelere lojistik operasyonlar","info@kitalogistics.com","","https://www.kitalogistics.com/en/georgia","https://www.kitalogistics.com/en/georgia"
"Konya Nakliyat","Lojistik hizmet sağlayıcı","Azerbaycan parsiyel ve komple nakliye","İstanbul, Ankara, İzmir, Mersin ve Konya çıkışlı yüklerde Gürcistan transit koridoru üzerinden Türkiye-Azerbaycan taşımacılık hizmeti","info@konyanakliyat.com","","https://www.konyanakliyat.com/azerbaycan-nakliye","https://www.konyanakliyat.com/azerbaycan-nakliye"
