firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"AgroPrime Port Biotechnology","Firma","Bitki besleme, organik koruma ürünleri ve biyoteknolojik tarım girdileri","TİM Kazakhstan-Kyrgyzstan 2024 ticaret heyeti katılımcısı; Kazakistan ve Kırgızistan bağlantısı heyet kaydıyla doğrulanıyor. Resmi sitede 11 ülkeye ihracat ağı ve 10.000.000 kg/yıl üretim kapasitesi belirtiliyor.","","+90 543 898 28 70","https://agroprimeport.com/en/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/agroprime-port-biotechnology; https://agroprimeport.com/en/; https://www.instagram.com/agroprimeport/"
"Smogmoon Tobacco Tütün Mamülleri Sanayi Ticaret Ltd. Şti.","Firma","Nargile tütünü ve aromalı tütün ürünleri","TİM Kazakhstan-Kyrgyzstan 2024 ticaret heyeti katılımcısı; Kazakistan ve Kırgızistan bağlantısı heyet kaydıyla doğrulanıyor. Firma premium hookah tobacco üreticisi olarak listeleniyor.","","","https://www.smogmoon.com/en/","https://delegations.tim.org.tr/event/kazakhistan-kyrgystan-2024/company/smogmoon-tobacco-1; https://www.smogmoon.com/en/; https://www.facebook.com/smogmoontobacco/"
"Berko İlaç ve Kimya Sanayi A.Ş.","Firma","İlaç, sağlık ürünleri ve GMP üretim","Resmi ihracat sayfasında Ukrayna, Azerbaycan ve diğer 26 ülkeye ihracat yaptığı; Belarus/CIS ve Özbekistan satış ofisleriyle uluslararası pazarlarda aktif olduğu belirtiliyor.","info@berko.com.tr; berkokurumsal@berko.com.tr; pv@berko.com.tr","+90 216 456 65 70","https://berkoilac.com.tr/ihracat","https://berkoilac.com.tr/ihracat"
"İlgi Tarım Makinaları Sanayi ve Ticaret Ltd. Şti.","Firma","Tarım makineleri","Söke Ticaret Odası ihracatçı firmalar listesinde ihracat pazarları arasında Özbekistan açıkça yer alıyor; hedef pazar bağlantısı Özbekistan olarak doğrulanıyor.","info@ilgitarim.com","+90 256 554 67 00","","https://www.sto.org.tr/Portals/15/dis%20ticaret/%C4%B0hracat%C3%A7%C4%B1%20firmalar_102019.pdf; https://www.sto.org.tr/Portals/15/dis%20ticaret/EXPORTER_MEMBERS_102019.pdf"
"Altınöz Tarım Makinaları İmalat İth. İhr. Otomotiv Trz. Teks. Tar. ve Pet. Ürün. San. Tic. Ltd. Şti.","Firma","Tarım makineleri","Söke Ticaret Odası ihracatçı firmalar listesinde ihracat pazarları arasında Özbekistan açıkça yer alıyor; hedef pazar bağlantısı Özbekistan olarak doğrulanıyor.","info@altinozltd.com","+90 256 518 14 91","","https://www.sto.org.tr/Portals/15/dis%20ticaret/%C4%B0hracat%C3%A7%C4%B1%20firmalar_102019.pdf"
"Nergistepe Tarım Makinaları Sanayi ve Ticaret Ltd. Şti.","Firma","Tarım makineleri","Söke Ticaret Odası ihracatçı firmalar listesinde ihracat pazarı olarak Özbekistan açıkça yer alıyor; hedef pazar bağlantısı Özbekistan olarak doğrulanıyor.","tülin@nergistepe.com.tr","+90 256 521 12 38","","https://www.sto.org.tr/Portals/15/dis%20ticaret/%C4%B0hracat%C3%A7%C4%B1%20firmalar_102019.pdf; https://www.sto.org.tr/Portals/15/dis%20ticaret/EXPORTER_MEMBERS_102019.pdf"
"T-Agro Zirai Ürünler Makina Gıda Sanayi Ticaret Ltd. Şti.","Firma","Tarım makineleri ve incir","Söke Ticaret Odası ihracatçı üyeler listesinde Türkiye ihracatçı firması olarak yer alıyor; Orta Asya ve Kafkasya hedef pazarları için tarım makinaları adayı olarak eklendi.","office@turquagro.com","+90 256 577 10 37; +90 544 875 90 77","","https://www.sto.org.tr/Portals/15/dis%20ticaret/%C4%B0hracat%C3%A7%C4%B1%20firmalar_102019.pdf; https://www.sto.org.tr/Portals/15/dis%20ticaret/EXPORTER_MEMBERS_102019.pdf"
"Teoz Gıda Tarım İnşaat Turizm İthalat İhracat Sanayi ve Ticaret Ltd. Şti.","Firma","Narenciye, gıda ve tarım ihracatı","Söke Ticaret Odası ihracatçı listesinde ihracat pazarları Rusya ve Ukrayna olarak açıkça geçiyor; hedef pazar bağlantıları Rusya ve Ukrayna olarak doğrulanıyor.","muratozkanua@gmail.com","+90 256 512 43 75","","https://www.sto.org.tr/Portals/15/dis%20ticaret/%C4%B0hracat%C3%A7%C4%B1%20firmalar_102019.pdf; https://www.sto.org.tr/Portals/15/dis%20ticaret/EXPORTER_MEMBERS_102019.pdf"
"Çekiçkesen Tarım Alet ve Makinaları Sanayi ve Ticaret Ltd. Şti.","Firma","Tarım aletleri ve makineleri","Söke Ticaret Odası ihracatçı firmalar listesinde ihracat pazarı olarak Azerbaycan açıkça yer alıyor; hedef pazar bağlantısı Azerbaycan olarak doğrulanıyor.","cekickesen@cekiskesen.com.tr","+90 256 513 23 65","","https://www.sto.org.tr/Portals/15/dis%20ticaret/%C4%B0hracat%C3%A7%C4%B1%20firmalar_102019.pdf"
"Kazım Uyar Uyar Torna","Firma","Halı yıkama ve sıkma makineleri","Söke Ticaret Odası ihracatçı listesinde ihracat pazarları arasında Kazakistan ve Rusya açıkça geçiyor; hedef pazar bağlantıları doğrulanıyor.","kazimuyar14@hotmail.com","+90 256 518 03 74","","https://www.sto.org.tr/Portals/15/dis%20ticaret/%C4%B0hracat%C3%A7%C4%B1%20firmalar_102019.pdf"
