firma,kurum_tipi,sektor,rusya_baglantisi,email,telefon,web,kaynak
"Nish Coffee / Akyıldız Kahve Gıda İth. İhr. San. ve Tic. Ltd. Şti.","Üretici/İhracatçı","Kahve, gıda, içecek","TİM Uzbekistan Tashkent 2026 katılımcısı; kahve, kahve çekirdeği, gıda, içecek, kakao ve çikolata ürünleri ile Özbekistan hedef pazarı","siparis@akyildizkahve.com; info@nishkahve.com","0850 432 62 77; 0538 095 67 73","https://www.kahvesepeti.com; https://nishkahve.com/","https://delegations.tim.org.tr/event/uzbekistan-tashkent-2026/company/nish-coffee; https://www.kahvesepeti.com/iletisim; https://nishkahve.com/"
"EKU Fren ve Döküm Sanayi A.Ş.","Üretici/İhracatçı","Otomotiv yan sanayi, fren diskleri ve kampanaları","Türkiye merkezli üretici; 100'den fazla ülkeye ihracat beyanı ve BAİB ihracatçı/üretici kaynaklarında yer alıyor","info@eku.com.tr","+90 262 658 10 10","https://www.eku.com.tr/en","http://eku.com.tr/en/contact-us; https://www.eku.com.tr/en/company; https://baib.gov.tr/files/downloads/PageFiles/71aff5d5-c233-ef11-a93a-000c29511bae/Files/ek-9.pdf"
"TİGEMER Danışmanlık ve Dış Ticaret Ltd. Şti.","Dış ticaret/İhracat danışmanlığı ve tedarik","Metal, maden, döküm, dış ticaret","Türkiye merkezli ithalat-ihracat ve dış ticaret danışmanlığı; ihracat yönetimi ve uluslararası tedarik çözümleri","info@tigemer.com; export@tigemer.com","0850 888 88 44","https://www.tigemer.com/en","http://tigemer.com/en/about-us; https://www.instagram.com/p/CuTgqoyMjuJ/"
"Arya Nuts Gıda San. Tic. Ltd. Şti.","Üretici/İhracatçı","Gıda, kuruyemiş, şekerleme, fıstık kreması","Türk üretici ve ihracatçı; Ask Türkiye ihracatçı sayfası ve Prodexpo Rusya fuar kataloğunda Türkiye katılımcısı olarak yer alıyor","info@aryanuts.com.tr","+90 532 513 65 15; +90 850 969 23 80","https://www.aryanuts.com.tr","https://askturkiye.com/company/arya-nuts-gida-santicltdsti; https://www.aryanuts.com/; https://icatalog.expocentr.ru/en/exhibitions/d3a90aa7-bdf4-11eb-80cc-a0d3c1fab97f/exhibitors/83514?stand=24A25"
"Abdi İbrahim İlaç Sanayi ve Ticaret A.Ş.","Üretici/İhracatçı","İlaç ve sağlık ürünleri","Türkiye merkezli ilaç üreticisi; Kazakistan üretim/R&D operasyonları, Azerbaycan, Gürcistan, Kazakistan, Kırgızistan, Özbekistan dahil uluslararası iştirak/ihracat ağı","murat.karaoglu@abdiibrahim.com.tr","","https://www.abdiibrahim.com.tr/en","https://askturkiye.com/company/abdi-ibrahim-ilac-sanayi-ve-ticaret-anonim-sirketi; https://www.trpharmaexporters.org/members/abdi-ibrahim-pharmaceuticals-1; https://www.abdiibrahim.com.tr/en/corporate/abdi-ibrahim-at-a-glance"
"Lider Plastik Sanayi ve Ticaret A.Ş.","Üretici/İhracatçı","Plastik ambalaj, LDPE ürünler","Türkiye merkezli plastik ambalaj üreticisi ve ihracatçı; Ask Türkiye ihracatçı kaydı","export@liderplastik.com.tr; info@liderplastik.com.tr","+90 258 372 26 86","https://www.liderplastik.com.tr/","https://test.askturkiye.com/company/lider-plastik; https://www.liderplastik.com.tr/en/hakkimizda/"
"CAG Lojistik","Lojistik hizmet sağlayıcı","Uluslararası lojistik, kara yolu, demir yolu, intermodal","Türkiye merkezli lojistik firması; Kazakistan hattı ve Orta Koridor/uluslararası taşımacılık hizmetleri","info@caglojistik.com","+90 216 577 1 444; +90 216 575 6 770","https://caglojistik.com","https://caglojistik.com/tr/ulkeler/kazakistan-nakliye/; https://caglojistik.com/en/our-news"
"İmsan Group","Lojistik hizmet sağlayıcı","Uluslararası nakliye ve lojistik","Türkiye/Mersin merkezli lojistik firması; Azerbaycan nakliye ve lojistik hizmeti, Avrupa ve Türkiye'den Azerbaycan'a parsiyel/komple taşıma","imsan@imsangroup.com","+90 324 238 62 67; +90 324 238 62 68; +90 533 238 59 34","https://imsangroup.com","https://imsangroup.com/destinasyonlar/azerbaycan-nakliye-ve-lojistik-hizmeti"
"Fatihim Tekstil Konfeksiyon İnşaat Gıda Sanayi ve Ticaret A.Ş. / Vişne Bebe","Üretici/İhracatçı","Bebek ve çocuk giyim, tekstil","Türkiye merkezli üretici/wholesaler; 40'tan fazla ülkeye ihracat beyanı ve Ask Türkiye ihracatçı kaydı","fatihim@fatihimtekstil.com.tr","+90 507 070 32 82","https://www.visnebebe.com/en","https://www.askturkiye.com/company/fatihim-tekstil-konfeksiyon-insaat-gida-sanayi-ve-ticaret-as"
"Konfor Dayanıklı Tüketim Malları Mobilya Deri Tekstil İnşaat Turizm Sanayi ve Ticaret A.Ş.","Üretici/İhracatçı","Mobilya ve dayanıklı tüketim malları","Türkiye merkezli büyük ölçekli mobilya üreticisi; global vizyon ve ihracat odaklı Ask Türkiye kaydı","export@konfor.com.tr","+90 532 541 54 58","https://konfor.com.tr/","https://www.askturkiye.com/company/konfor-dayanikli-tuketim-mallari-mobilya-deri-tekstil-insaat-turizm-sanayi-ve-ticaret-as"
